original_name,company_name
ALLURE COSMETICS LTD,allure cosmetics
ARMOUR & CO,armour
AARONSON BROTHERS STORES CO,aaronson brothers stores
SOUTHLIFE HOLDING CO,southlife
MARK VII INC,mark vii
CELLULAR COMMUNICATIONS INC,cellular communications
COMMERCIAL SECURITY BANCORP,commercial security bancorp
MERIDIAN DIAGNOSTICS INC,meridian diagnostics
MERIDIAN BIOSCIENCE INC,meridian bioscience
GENERAL PARAMETRICS CORP,general parametrics
METAL MANAGEMENT INC,metal management
ARNOLD CONSTABLE CORP,arnold constable
BANK OF STAMFORD CT,bank of stamford ct
FAIRFIELD COUNTY BANCORP INC,fairfield county bancorp
FLORES DE NEW MEXICO INC,flores de new mexico
EDISON CONTROL CORP,edison control
SYNTRO CORP,syntro
AMERICAN LEARNING CORP,american learning
LEXITECH INTERNATIONAL DCN NW IN,lexitech international dcn nw in
AMERICAN RUBBER & PLASTICS CORP,american rubber plastics
NEW ENGLAND SAVINGS BANK CT,new england savings bank ct
LIBERTY ACQUISITIONS CORP,liberty acquisitions
CARIBBEAN SELECT INC,caribbean select
NATIONWIDE CELLULAR SERVICE INC,nationwide cellular service
THERMO INSTRUMENT SYSTEMS INC,thermo instrument systems
REPUBLIC CAPITAL GROUP INC,republic capital
CLEARFIELD INC,clearfield
NETWORK CONTROL CORP,network control
AMERICAN EQUINE PRODUCTS INC,american equine products
PRO DEX INC,pro dex
PRO DEX INC COLO,pro dex colo
GROVE HALL SVGS BANK MA BRIGHTON,grove hall svgs bank ma brighton
GROVE BANK FOR SVGS BRIGHTON MA,grove bank for svgs brighton ma
GROVE BANK,grove bank
FIRST SERVICE BANK SVGS LEOM MA,first service bank svgs leom ma
PINCH OR POUND INC,pinch or pound
AMERICAN MEDICAL ELECTRONICS INC,american medical electronics
STARS TO GO INC,stars to go
GEONEX CORP,geonex
WEAREVER PROCTOR SILEX INC,wearever proctor silex
ASSOCIATED DRY GOODS CORP,associated dry goods
ABITIBI-PRICE INC,abitibiprice
ABITIBI CONSOLIDATED INC,abitibi consolidated
PENN SAVINGS BANK WYOMISSING PA,penn savings bank wyomissing pa
SOVEREIGN BANCORP INC,sovereign bancorp
HORIZON BANK BELLINGHAM WA,horizon bank bellingham wa
HORIZON FINANCIAL CORP WASH,horizon financial wash
ADELPHIA COMMUNICATIONS CORP,adelphia communications
COUNTY SAVINGS BANK CA,county savings bank ca
HOME FED SVGS BK NORTHERN OH,home fed svgs bk northern oh
HAVERFIELD CORP,haverfield
ABRAMS INDUSTRIES INC,abrams industries
SERVIDYNE INC,servidyne
BANKING CENTER WATERBURY CT,banking center waterbury ct
CENTERBANK WATERBURY CT,centerbank waterbury ct
CENTER FINANCIAL CORP,center financial
AMERICAN TELEVISION & COM CP NEW,american television com cp new
EATERIES INC,eateries
DEVON GROUP INC NEW,devon new
VILLAGE GREEN BOOKSTORE INC,village green bookstore
BELMAC CORP,belmac
BENTLEY PHARMACEUTICALS INC,bentley pharmaceuticals
ATCHISON TOPEKA & SANTA FE RY CO,atchison topeka santa fe ry
UNICOM INSURANCE GROUP INC,unicom insurance
ACADEMY INSURANCE GROUP INC,academy insurance
MEDI RX AMERICA INC,medi rx america
ALTAI INC,altai
TATUM PETROLEUM CORP,tatum petroleum
WORCESTER COUNTY INST FOR SVGS,worcester county inst for svgs
BANKWORCESTER CORP,bankworcester
ACADIA PETROLEUM CORP,acadia petroleum
HOLDER COMMUNICATIONS CORP,holder communications
QUIPP INC,quipp
INTEGRATED COMPUTER GRAPHICS INC,integrated computer graphics
GRANITE STATE BANKSHARES INC,granite state bankshares
ROADRUNNER ENTERPRISES INC,roadrunner enterprises
BIG TURTLE INC,big turtle
ATLANTIC COAST LINE RR CO,atlantic coast line rr
ACAPULCO RESTAURANTS,acapulco restaurants
TRANSNATIONAL INDUSTRIES INC,transnational industries
DIME SAVINGS BANK NY FSB,dime savings bank ny fsb
DIME BANCORP INC,dime bancorp
DIME BANCORP INC NEW,dime bancorp new
NEW YORK CITY SHOES INC,new york city shoes
PEOPLES SAVINGS BANK NEW BRIT CT,peoples savings bank new brit ct
PEOPLES SAVINGS FINANCIAL CORP,peoples savings financial
FRANKLIN COMPUTER CORP,franklin computer
FRANKLIN ELECTRONIC PUBLSHS INC,franklin electronic publshs
BROAD NATIONAL BANCORP,broad national bancorp
AXLON INC,axlon
BUFFALO INC,buffalo
CISTRON BIOTECHNOLOGY INC,cistron biotechnology
TOTAL HEALTH SYSTEMS INC,total health systems
ATLANTIC REFNG CO,atlantic refng
ATLANTIC RICHFIELD CO,atlantic richfield
ACCELERATION CORP,acceleration
ACCEL INTERNATIONAL CORP,accel international
WATTS INDUSTRIES INC,watts industries
WATTS WATER TECHNOLOGIES INC,watts water technologies
MERCHANTSBANK BOSTON COOP BANK,merchantsbank boston coop bank
MERCHANTS CAPITAL CORP,merchants capital
GENERAL KINETICS INC,general kinetics
MARBLE FINANCIAL CORP,marble financial
ACME STEEL CO,acme steel
ACME METALS INC,acme metals
VIDEOPLEX INC,videoplex
NORTHLAND BANK OF WI SSB,northland bank of wi ssb
CITY SAVING BANK CT,city saving bank ct
MULTI SOFT INC,multi soft
MCCORMICK CAPITAL INC,mccormick capital
ATLAS CHEMICAL INDUSTRIES INC,atlas chemical industries
ACCU TEST SYS INC,accu test sys
PACIFIC EASTERN CORP,pacific eastern
WESTERBEKE CORP,westerbeke
FIRST REPUBLIC BANCORP INC,first republic bancorp
CORPORATE MANAGEMENT GRP INC,corporate management grp
JWGENESIS FINANCIAL CORP,jwgenesis financial
CASCADE INTERNATIONAL INC,cascade international
LE PEEP RESTAURANTS INC,le peep restaurants
TINTORETTO INC,tintoretto
FRONTIER FINANCIAL CORP,frontier financial
FRONTIER ADJUSTERS AMERICA INC,frontier adjusters america
COMMERCE BANK CA,commerce bank ca
COMMERCEBANCORP CA,commercebancorp ca
CALSTAR INC,calstar
SHELTON SAVINGS BANK CONN,shelton savings bank conn
SHELTON BANCORP INC,shelton bancorp
CANONIE ENVIRONMENTAL SVCS CORP,canonie environmental svcs
SMITH ENVIRONMENTAL TECHS CORP,smith environmental techs
SMITH TECHNOLOGY CORP,smith technology
EDINER INC,ediner
VERTEX INDUSTRIES INC,vertex industries
VERTEX INTERACTIVE INC,vertex interactive
HARLEYSVILLE NATIONAL CORP PA,harleysville national pa
INDUSTRIAL NUCLEONICS CORP,industrial nucleonics
ACCURAY CORP,accuray
HEALTH EDUTECH INC,health edutech
MUNSON GEOTHERMAL INC,munson geothermal
PAIN SUPPRESSION LABS INC,pain suppression labs
THERAGENICS CORP,theragenics
LAKELAND INDUSTRIES INC,lakeland industries
GREAT EASTERN INTL INC,great eastern intl
CABLE CAR BEVERAGE CORP,cable car beverage
AUSTIN NICHOLS & CO INC,austin nichols
FIRST SAVINGS BANK FSB CLOVIS NM,first savings bank fsb clovis nm
ACCESS ANYTIME BANCORP,access anytime bancorp
BOULEVARD BANCORP INC,boulevard bancorp
VICTORIA CREATIONS INC,victoria creations
UNIVERSITY BANK & TR CO NWT MA,university bank tr nwt ma
UNIVERSITY BANK NATL ASSN NWT MA,university bank natl assn nwt ma
MIDCONN BANK KENSINGTON CT,midconn bank kensington ct
ACETO CHEMICAL CO INC,aceto chemical
ACETO CORP,aceto
ADVO SYSTEM INC,advo system
ADVO INC,advo
LUXTEC CORP,luxtec
MED MOBILE INC,med mobile
BIO REFERENCE LABORATORIES INC,bio reference laboratories
DAYLIGHT INDUSTRIES INC,daylight industries
CYANOTECH CORP,cyanotech
GOLDEN VALLEY MICROWAVE FDS INC,golden valley microwave fds
ACMAT CORP,acmat
MAURY FEDERAL SAVINGS BANK TN,maury federal savings bank tn
ENVIROSURE MANAGEMENT CORP,envirosure management
AIRSENSORS INC,airsensors
IMPCO TECHNOLOGIES INC,impco technologies
FUEL SYSTEMS SOLUTIONS INC,fuel systems solutions
HUNTER INTL TRADE CORP,hunter intl trade
FORST HUNTER INTL TRADE CORP,forst hunter intl trade
KENTUCKY MEDICAL INSURANCE CO,kentucky medical insurance
EXCEL BANCORP INC QUINCY MASS,excel bancorp quincy mass
QUINCY SAVINGS BANK,quincy savings bank
BALDWIN LIMA HAMILTON CORP,baldwin lima hamilton
ACME GENERAL CORP,acme general
BEVERLY SAVINGS BANK MASS,beverly savings bank mass
INNOVA PURE WATER INC,innova pure water
PULSE BANCORP INC,pulse bancorp
INSITUFORM SOUTHEAST CORP,insituform southeast
ENVIROQ CORP,enviroq
CEASE FIRE CORP,cease fire
BEST BUY DRUGS INC,best buy drugs
MR ROOTER CORP,mr rooter
DWYER GROUP INC THE,dwyer the
STANLEY INTERIORS CORP,stanley interiors
UNITED SAVINGS BK FA GREAT FALLS,united savings bk fa great falls
UNITED FINANCIAL CORP,united financial
DOVER REGIONAL FINL SHS PA,dover regional finl shs pa
DURAMED PHARMACEUTICALS INC,duramed pharmaceuticals
VIRAL RESPONSE SYSTEMS INC,viral response systems
SAGE ANALYTICS INTL INC,sage analytics intl
UNICO INC DE,unico de
LIBERTY BUREAU INC,liberty bureau
FIDELITY BANCSHARES INC TN,fidelity bancshares tn
INFORMIX CORP,informix
ASCENTIAL SOFTWARE CORP,ascential software
CHINA TECHNICAL SVRC CORP,china technical svrc
HEALTHSOUTH REHABILITATION CORP,healthsouth rehabilitation
HEALTHSOUTH CORP,healthsouth
ENCOMPASS HEALTH CORP,encompass health
HAMILTON GROUP HOLDINGS INC,hamilton
LOS ANGELES SECURITIES GROUP,los angeles securities
ABOVE TECHNOLOGIES INC,above technologies
FISERV INC,fiserv
PEOPLES SAVINGS BK WORCESTER MA,peoples savings bk worcester ma
PEOPLES BANCORP WORCESTER INC,peoples bancorp worcester
BARBER OIL CORP,barber oil
ACRO ENERGY CORP,acro energy
ACTIVISION INC,activision
MEDIAGENIC,mediagenic
INTERCARE INC,intercare
GOLDEN POULTRY CO INC,golden poultry
ROADWAY MOTOR PLAZAS INC,roadway motor plazas
TRAVEL PORTS OF AMERICA INC,travel ports of america
PERIPHERAL SYSTEMS INC,peripheral systems
MANATRON INC,manatron
ATLANTIC BANCORP NJ,atlantic bancorp nj
GLENDALE BANCORPATION,glendale bancorpation
KNUTSON MORTGAGE CORP,knutson mortgage
LIFE TECHNOLOGIES INC,life technologies
GULF & MISSISSIPPI CORP,gulf mississippi
CRYENCO SCIENCES INC,cryenco sciences
GATEWAY BANCORP INC,gateway bancorp
CORRECTIONS CORP AMERICA,corrections america
FOUNTAIN OIL & GAS INC,fountain oil gas
CENTERCORE INC,centercore
ACTMEDIA INC,actmedia
ARMOR ALL PRODS CORP,armor all prods
HERITAGE NIS BK SVGS NRTHMPT MA,heritage nis bk svgs nrthmpt ma
HERITAGE BANCORP INC,heritage bancorp
PIONEER FINANCIAL SVCS INC,pioneer financial svcs
PIONEER FINANCIAL SERVICES INC,pioneer financial services
CHARTER ONE FINANCIAL INC,charter one financial
CHESAPEAKE BIOLOGICAL LABS INC,chesapeake biological labs
BAYUK CIGARS INC,bayuk cigars
ACUSHNET CO,acushnet
PROFESSIONAL AGRICULTL MGMT INC,professional agricultl mgmt
NORTHWEST ILLINOIS BANCORP INC,northwest illinois bancorp
TODAYS BANCORP INC,todays bancorp
DATAMETRICS CORP,datametrics
ANALYTIX INC,analytix
ALYX MEDICAL INSTRUMENTS INC,alyx medical instruments
AMERICAN CONSUMER PRODUCTS INC,american consumer products
SHELBY FEDERAL SAVINGS BANK IN,shelby federal savings bank in
BEECH NUT LIFE SAVERS INC,beech nut life savers
MICROWAVE LABS INC,microwave labs
CHIPS & TECHNOLOGIES INC,chips technologies
STARPOINTE SAVINGS BK NJ,starpointe savings bk nj
CHRONODYNAMICS LTD,chronodynamics
COMMONWEALTH MORTGAGE CO INC,commonwealth mortgage
BELDING HEMINWAY INC,belding heminway
BALDWIN PIANO & ORGAN CO,baldwin piano organ
CLABIR CORP,clabir
NUTRI CHEESE CO,nutri cheese
SCIENTIFIC SYSTEMS INC,scientific systems
KENAN TRANSPORT CO,kenan transport
CARMIKE CINEMAS INC,carmike cinemas
BENDIX CORP,bendix
ADAC LABORATORIES INC,adac laboratories
FRONTIER INSURANCE GROUP INC,frontier insurance
HOME FINANCIAL CORP,home financial
FRAMINGHAM SAVINGS BK MA,framingham savings bk ma
METROWEST BANK,metrowest bank
REUTER LABORATORIES INC,reuter laboratories
HERITAGE FINANCIAL SVCS INC,heritage financial svcs
MEDPRO GROUP INC,medpro
ULTIMAP INTERNATIONAL INC,ultimap international
ULTIMAP CORP,ultimap
FIRST NATIONAL PENNSYLVANIA CORP,first national pennsylvania
MILFORD COOPERATIVE BANK NH,milford cooperative bank nh
MICHAEL ANTHONY JEWELERS INC,michael anthony jewelers
WEST NEWTON SAVINGS BANK,west newton savings bank
AMERICAN NURSERY PRODS INC,american nursery prods
APPLIED CONTROL SYS INC,applied control sys
CONVEX COMPUTER CORP,convex computer
MORINO ASSOCIATES INC,morino associates
MORINO INC,morino
KRISCH AMERICAN INNS INC,krisch american inns
INMAC CORP,inmac
CENTRAL CO OPERATIVE BANK MA,central operative bank ma
CENTRAL BANCORP INC,central bancorp
CHICAGO DOCK AND CANAL TRUST,chicago dock and canal trust
HAMPTONS BANCSHARES INC,hamptons bancshares
SOUTHERN ELECTRONICS CORP,southern electronics
OUTRIGHT INDUSTRIES INC,outright industries
HEMACARE CORP,hemacare
VACATIONS TO GO INC,vacations to go
VACATION PUBLICATIONS INC,vacation publications
FIRST CITIZENS BANCSHARES INC NC,first citizens bancshares nc
ADAGE INC,adage
RELM WIRELESS CORP,relm wireless
PEOPLES SAVINGS BANK BROCKTON MA,peoples savings bank brockton ma
PEOPLES BANCSHARES INC MASS,peoples bancshares mass
BANK SOUTH CAROLINA CHARLESTON,bank south carolina charleston
BANK SOUTH CAROLINA CORP,bank south carolina
FAIRHAVEN SAVINGS BANK MA,fairhaven savings bank ma
HORIZON GOLD SHARES INC,horizon gold
HORIZON RESOURCES CORP,horizon resources
SHAWS SUPERMARKETS INC,shaws supermarkets
CALIFORNIA MICRO DEVICES CORP,california micro devices
BETHLEHEM STEEL CORP,bethlehem steel
ADDISON WESLEY PUBG INC,addison wesley pubg
UNICARE FINANCIAL CORP,unicare financial
INFERGENE CO,infergene
SHOREWOOD PACKAGING CORP,shorewood packaging
SILICON GRAPHICS INC,silicon graphics
NATIONAL BANC COMMERCE CO,national banc commerce
COMMERCE BANC CORP,commerce banc
MERCHANTS BANCORP INC CT,merchants bancorp ct
ADDITIVE TECHNOLOGY CORP,additive technology
POP RADIO CORP,pop radio
AMERIFIRST BANK FED SVGS BK FL,amerifirst bank fed svgs bk fl
FLORIDA FIRST FED SVGS BK PAN CY,florida first fed svgs bk pan cy
FLORIDA FIRST BANCORP INC,florida first bancorp
METRO MOBILE CTS INC,metro mobile cts
TELECAST INC,telecast
UNITED STATES FACILITIES CORP,united states facilities
CENTRIS GROUP INC,centris
AMERICAN CREDIT CARD TEL CO,american credit card tel
CARD TEL INC,card tel
OLYMPIC BROADCASTING CORP,olympic broadcasting
OLYMPIA BROADCASTING CORP,olympia broadcasting
FIND SVP INC,find svp
BRIGGS MFG CO,briggs mfg
ADDMASTER CORP,addmaster
BRANFORD SAVINGS BANK CONN,branford savings bank conn
INDUSTRIAL TRAINING SYS CORP,industrial training sys
CRITERION GROUP INC,criterion
HEARTLAND EXPRESS INC,heartland express
MEDMASTER SYSTEMS INC,medmaster systems
DELAWARE OSTEGO CORP,delaware ostego
ADVANCED FUEL SYS INC,advanced fuel sys
MAXAM TECHNOLOGIES INC,maxam technologies
INSPEECH INC,inspeech
NOVACARE INC,novacare
CIDCO GROUP INC,cidco
VESTAR INC,vestar
SCOTT & STRINGFELLOW FINL INC,scott stringfellow finl
GAINSCO INC,gainsco
BROOKLYN UNION GAS CO,brooklyn union gas
KEYSPAN ENERGY CORP,keyspan energy
ADVANCED LOGIC SYS INC,advanced logic sys
CAROLINA FIRST CORP,carolina first
SOUTH FINL GROUP INC,south finl
SATELLITE AUCTION NETWORK INC,satellite auction network
CONTINENTAL MEDICAL SYSTEMS INC,continental medical systems
LANDMARK FINANCIAL CORP,landmark financial
LANDMARK COMMUNITY BANCORP INC,landmark community bancorp
STROBER ORGANIZATION INC,strober organization
WEST MASS BANKSHARES INC,west mass bankshares
FAMILY MUT SVGS BK HAVERHILL,family mut svgs bk haverhill
FAMILY BANCORP,family bancorp
MILWAUKEE INSURANCE GROUP INC,milwaukee insurance
CENTREVEST CORP,centrevest
MICRO HEALTHSYSTEMS INC,micro healthsystems
CYTRX CORP,cytrx
HORIZON FINANCIAL SERVICES INC,horizon financial services
BLINDER INTL ENTRPRS INC,blinder intl entrprs
INTERCONTINENTAL ENTERPRISES INC,intercontinental enterprises
GRIFFITH CONSUMERS CO,griffith consumers
SAZTEC INTERNATIONAL INC,saztec international
ARGONAUT GROUP INC,argonaut
IRWIN MAGNETIC SYSTEMS INC,irwin magnetic systems
HUFFMAN KOOS INC,huffman koos
PARALAX VIDEO ENTERPRISES INC,paralax video enterprises
FRESH JUICE CO INC,fresh juice
CORTRONIC CORP,cortronic
SPRINGBOARD SOFTWARE INC,springboard software
SPINNAKER SOFTWARE CORP,spinnaker software
MIDFED SVGS BK MIDDLETOWN OH,midfed svgs bk middletown oh
PINNACLE BANCORP INC,pinnacle bancorp
KING CITY FEDERAL SAVINGS BK IL,king city federal savings bk il
INITIALS PLUS INC,initials plus
NATIONAL VIDEO INC,national video
RENTRAK CORP,rentrak
NORWICH SAVING SOCIETY,norwich saving society
NORWICH FINANCIAL CORP,norwich financial
HOME NATIONAL CORP MILFORD MA,home national milford ma
CIMM INC,cimm
PLAYERS INTERNATIONAL INC,players international
ADOBE BUILDING CTRS INC,adobe building ctrs
EPITOPE INC,epitope
ORASURE TECHNOLOGIES INC,orasure technologies
CLAIRSON INTERNATIONAL CORP,clairson international
ADMAR GROUP INC,admar
ELCOTEL INC,elcotel
STOCKBRIDGE CAPITAL LTD,stockbridge capital
EXPORT TYRE HOLDING CO,export tyre
ALTERNATIVE HEALTH CARE SYS INC,alternative health care sys
BROWN SHOE CO INC,brown shoe
BROWN GROUP INC,brown
BROWN SHOE CO INC NEW,brown shoe new
CALERES INC,caleres
ADVANCE CIRCUITS INC,advance circuits
STRATEGIC PLANNING ASSOCS INC,strategic planning assocs
FARRAGUT MORTGAGE CO INC,farragut mortgage
SECURITY FEDERAL SVGS BK MT,security federal svgs bk mt
SECURITY BANCORP MT,security bancorp mt
BRUNSWICK CORP,brunswick
ADVANCE ROSS CORP,advance ross
ADVANCE ROSS CORP NEW,advance ross new
RIGHT MANAGEMENT CONSULTANTS INC,right management consultants
HOME SAVINGS BANK BROOKLYN NY,home savings bank brooklyn ny
COMMUNICATIONS WORLD INTL INC,communications world intl
GROSSMANS INC,grossmans
ANALYTICAL SURVEYS INC,analytical surveys
ADVANCED CELLULAR TECHNOLOGY,advanced cellular technology
EDGCOMB CORP,edgcomb
DIXIE YARNS INC,dixie yarns
DIXIE GROUP INC,dixie
AMERICAN KEFIR CORP,american kefir
SCIENCE ACCESSORIES CORP,science accessories
OVONIC IMAGING SYSTMES INC,ovonic imaging systmes
BURROUGHS CORP,burroughs
UNISYS CORP,unisys
ADVANCED CHEMICAL TECHNOLOGY,advanced chemical technology
WILMINGTON SAVINGS FUND SOC FSB,wilmington savings soc fsb
STAR STATES CORP,star states
WSFS FINANCIAL CORP,wsfs financial
NATIONAL HEALTH ENHANCMT SYS INC,national health enhancmt sys
BROKERS SECURITIES INC,brokers securities
AUTOBANC INC,autobanc
CAMILLE ST MORITZ INC,camille st moritz
COMMUNITY BANCSHARES INC,community bancshares
SOUTHERN BANKSHARES INC WV,southern bankshares wv
WENDT BRISTOL CO,wendt bristol
CONNECTICUT BANCORP INC,connecticut bancorp
INVESTORS TITLE CO,investors title
ANCHOR FINANCIAL CORP,anchor financial
ADVANCED COMMUNICATIONS INC,advanced communications
SKYLINE CHILI INC,skyline chili
PEOPLES HERITAGE SAVINGS BANK,peoples heritage savings bank
PEOPLES HERITAGE FINL GROUP INC,peoples heritage finl
BANKNORTH GROUP INC ME,banknorth me
ESSEX COMMUNICATIONS CORP,essex communications
UNI MARTS INC,uni marts
CERNER CORP,cerner
HUNTER ENVIRONMENTAL SVCS INC,hunter environmental svcs
BUSH TERMINAL CO,bush terminal
BUSH UNIVERSAL INC,bush universal
ADVANCED COMPUTER TECHNIQUES,advanced computer techniques
FARMERS CAPITAL BANK CORP,farmers capital bank
ALLWASTE INC,allwaste
COMMUNITY BANKS INC PA,community banks pa
PIONEER AMERICAN HOLDING CORP,pioneer american
MAYFAIR INDUSTRIES INC,mayfair industries
LANE FINANCIAL INC,lane financial
AARON BROTHERS ART MARTS INC,aaron brothers art marts
CAROLINA MOUNTAIN HOLDING CO,carolina mountain
COMPUMAT INC,compumat
FOUNTAIN POWERBOAT INDS INC,fountain powerboat inds
IDEAL SCHOOL SUPPLY CORP,ideal school supply
FIRST FEDERAL SAVINGS BANK GA,first federal savings bank ga
FLAG FINANCIAL CORP,flag financial
RAPITECH SYSTEMS INC,rapitech systems
ORGANOGENESIS INC,organogenesis
PULITZER PUBLISHING CO,pulitzer publishing
ADVANCED PRODUCTS & TECHS INC,advanced products techs
LEXINGTON SAVINGS BANK,lexington savings bank
WEBSTER FINANCIAL CORP,webster financial
MARKEL CORP,markel
BROWN TRANSPORT CO INC,brown transport
BOSTON ACOUSTICS INC,boston acoustics
ARCTURUS INC,arcturus
CONCORDE CAREER COLLEGES INC,concorde career colleges
TOMSUN FOODS INTL INC,tomsun foods intl
LOYOLA CAPITAL CORP,loyola capital
COMVERSE TECHNOLOGY INC,comverse technology
MICRO IMAGING SYSTEMS INC,micro imaging systems
ENTOURAGE INTERNATIONAL INC,entourage international
ADVANCED MED IMAGING CORP,advanced med imaging
EPIC HEALTH GROUP INC,epic health
LASERLAND CORP USA,laserland usa
XSIRIUS SCIENTIFIC INC,xsirius scientific
XSIRIUS INC,xsirius
MICRO DISPLAY SYSTEMS INC,micro display systems
CEDAR INCOME FD 1 LTD,cedar income fd
CEDAR INCOME FUND LTD,cedar income
CEDAR INCOME FUND LTD NEW,cedar income new
CEDAR SHOPPING CENTERS INC,cedar shopping centers
CEDAR REALTY TRUST INC,cedar realty trust
ALLIANT COMPUTER SYSTEMS CORP,alliant computer systems
ADVANCED MEDICAL SCIENCES INC,advanced medical sciences
MCDANIEL AUSTIN CORP,mcdaniel austin
CITIZENS SVNG BANK MD,citizens svng bank md
FIRST CITIZENS FINANCIAL CORP,first citizens financial
INVESTORS SAVINGS CORP MINTKA MN,investors savings mintka mn
INVESTORS BANK CORP MINTKA MN,investors bank mintka mn
VALLEY WEST BANCORP,valley west bancorp
CENTENNIAL BANCORP,centennial bancorp
AMERICAN INTERNATIONAL PETE CORP,american international pete
AMERICAN INTERNAT PETE CORP NEW,american internat pete new
INSITUFORM GULF SOUTH INC,insituform gulf south
