original_name,company_name,average_amount_of_letters,average_amount_of_syllables,abcde,middle,vwxyz,vowel_to_length_ratio,most repetitions,spelling_errors,is_short_name,sound,Englishness,length
IBOTTA INC,ibotta,6.0,3.0,0,1,0,0.5,2,1.0,1,i103,10.439484625662669,6
CENTURI HOLDINGS INC,centuri,7.0,3.0,1,0,0,0.4285714285714285,1,1.0,1,c053,7.417348083765848,7
FIDELITY GREENWOOD STREET TRUST,fidelity greenwood street trust,7.0,2.0,0,1,0,0.3928571428571428,5,0.0,0,g605,23.77004832268886,28
PACS GROUP INC,pacs,4.0,1.0,0,1,0,0.25,1,0.0,1,p020,2.0347825143212788,4
Carbon Collective Short Duration Green Bond ETF,carbon collective short duration green,6.8,2.0,1,0,0,0.3823529411764705,4,0.0,0,c040,18.210290398900703,34
StockSnips AI-Powered Sentiment US All Cap ETF,stocksnips aipowered sentiment us all cap,6.0,2.0,0,1,0,0.3611111111111111,5,0.3333333333333333,0,s302,33.68238381551953,36
FT Vest Nasdaq-100 Conservative Buffer ETF - April,ft vest nasdaq conservative buffer april,5.833333333333333,2.0,0,1,0,0.3428571428571428,4,0.0,0,c052,38.4411642968068,35
FT Vest US Equity Enhance & Moderate Buffer ETF - April,ft vest us equity enhance moderate buffer april,5.0,1.875,0,1,0,0.425,7,0.0,0,m030,14.280568273704006,40
Optimize Strategy Index ETF,optimize strategy index,7.0,2.6666666666666665,0,1,0,0.4285714285714285,3,0.0,0,o130,19.973513010167533,21
LOAR HOLDINGS INC,loar,4.0,1.0,0,1,0,0.5,1,0.0,1,l060,1.3899080647531987,4
RUBRIK INC,rubrik,6.0,2.0,0,1,0,0.3333333333333333,2,1.0,1,r016,9.634771552460782,6
PeakShares Sector Rotation ETF,peakshares sector rotation,8.0,2.6666666666666665,0,1,0,0.4166666666666667,3,0.3333333333333333,0,p020,22.662589298977025,24
PGIM S&P 500 Buffer 12 ETF - May,pgim sp buffer may,3.75,1.25,0,1,0,0.3333333333333333,2,0.25,0,b010,13.440447902255595,15
AllianzIM U.S. Equity Buffer15 Uncapped May ETF,allianzim us equity buffer uncapped may,5.666666666666667,2.1666666666666665,1,0,0,0.4705882352941176,4,0.1666666666666666,0,a405,14.465827038358793,34
Westwood Salient Enhanced Energy Income ETF,westwood salient enhanced energy income,7.0,2.4,0,0,1,0.4285714285714285,7,0.0,0,w023,30.855826666375624,35
PGIM S&P 500 Buffer 12 ETF - July,pgim sp buffer july,4.0,1.5,0,1,0,0.3125,2,0.25,0,b010,18.355300017713912,16
PROFICIENT AUTO LOGISTICS INC,proficient auto logistics,7.666666666666667,2.6666666666666665,0,1,0,0.4347826086956521,4,0.0,0,p601,17.462107358346117,23
SILVACO GROUP INC,silvaco,7.0,3.0,0,1,0,0.4285714285714285,1,1.0,1,s041,11.825730793164198,7
WisdomTree India Hedged Equity Fund,wisdomtree india hedged equity,6.75,2.25,0,0,1,0.4814814814814814,5,0.25,0,w023,22.33205473276931,27
Defiance Oil Enhanced Options Income ETF,defiance oil enhanced options income,6.4,2.0,1,0,0,0.46875,5,0.0,0,d010,25.539383381319027,32
PGIM S&P 500 Buffer 20 ETF - August,pgim sp buffer august,4.5,1.5,0,1,0,0.3333333333333333,3,0.25,0,b010,21.019846087334145,18
BOWHEAD SPECIALTY HOLDINGS INC,bowhead specialty,8.0,2.5,1,0,0,0.4375,2,0.0,1,s102,18.00911729263025,16
Anydrus Advantage ETF,anydrus advantage,8.0,3.0,1,0,0,0.4375,4,0.5,1,a310,18.362893861548965,16
HERITAGE DISTILLING HLDG CO INC,heritage distilling hldg,7.333333333333333,2.3333333333333335,0,1,0,0.3181818181818182,4,0.3333333333333333,0,d023,31.998793324249867,22
PGIM S&P 500 Buffer 12 ETF - October,pgim sp buffer october,4.75,1.75,0,1,0,0.3157894736842105,2,0.25,0,o230,23.3199959453072,19
NETCLASS TECHNOLOGY INC,netclass technology,9.0,3.0,0,1,0,0.3333333333333333,2,0.5,1,t020,23.252219875072456,18
JINXIN TECHNOLOGY HOLDING CO,jinxin technology,8.0,3.0,0,1,0,0.375,3,0.5,1,t020,22.308472996642426,16
FT Vest Nasdaq-100 Moderate Buffer ETF - May,ft vest nasdaq moderate buffer may,4.833333333333333,1.6666666666666667,0,1,0,0.3793103448275862,4,0.0,0,m030,24.25546312104719,29
FT Vest U.S. Equity Enhance & Moderate Buffer ETF - May,ft vest us equity enhance moderate buffer may,4.75,1.75,0,1,0,0.4473684210526316,7,0.0,0,m030,7.199349654585448,38
PGIM S&P 500 Buffer 12 ETF - November,pgim sp buffer november,5.0,1.75,0,1,0,0.3,3,0.25,0,n010,23.741938078587935,20
iShares iBonds 2031 Term High Yield and Income ETF,ishares ibonds term high yield and income,5.0,1.5714285714285714,0,1,0,0.4,5,0.2857142857142857,0,i206,24.134984345116557,35
iShares iBonds Dec 2030 Term Muni Bond ETF,ishares ibonds dec term muni,4.8,1.8,0,1,0,0.375,3,0.4,0,i206,18.088066769961667,24
Inhibrx Biosciences Inc,inhibrx biosciences,9.0,3.5,0,1,0,0.3888888888888889,4,0.5,1,b020,33.8267231317911,18
ACTUATE THERAPEUTICS INC,actuate therapeutics,9.5,3.5,1,0,0,0.4736842105263157,4,0.0,1,t060,21.117831876634,19
SAMFINE CREATION HLDGS GRP LTD,samfine creation hldgs grp,5.75,1.75,0,1,0,0.3043478260869565,2,0.75,0,c603,36.16499782527953,23
SEAPORT ENTERTAINMENT GROUP INC,seaport entertainment,10.0,3.0,0,1,0,0.4,4,0.0,1,e530,26.28492722436114,20
GAUZY LTD,gauzy,5.0,2.0,0,1,0,0.6,1,0.0,1,g020,8.202405382742526,5
FT Vest Laddered Small Cap Moderate Buffer ETF,ft vest laddered small cap moderate buffer,5.142857142857143,1.7142857142857142,0,1,0,0.3333333333333333,6,0.0,0,l030,16.231081117910833,36
POWELL MAX LTD,powell max,4.5,1.5,0,1,0,0.3333333333333333,2,0.0,1,p040,3.2606298653798858,9
Rareview Total Return Bond ETF,rareview total return,6.333333333333333,2.3333333333333335,0,1,0,0.4210526315789473,4,0.3333333333333333,0,r060,20.823238124977873,19
RAPPORT THERAPEUTICS INC,rapport therapeutics,9.5,3.0,0,1,0,0.3684210526315789,3,0.0,1,t060,22.28044231082903,19
LandBridge Co LLC,landbridge llc,6.5,1.5,0,1,0,0.2307692307692307,3,0.5,1,l053,24.59283631230918,13
FB BANCORP INC,fb bancorp,4.5,1.5,0,1,0,0.2222222222222222,2,0.5,1,b052,17.601764965802133,9
Alumis Inc,alumis,6.0,3.0,1,0,0,0.5,1,1.0,1,a405,4.56436133360028,6
WELLCHANGE HOLDINGS CO LTD,wellchange,10.0,2.0,0,0,1,0.3,2,1.0,1,w042,16.493761183733174,10
GRAIL INC,grail,5.0,1.0,0,1,0,0.4,1,0.0,1,g604,1.027236601779256,5
NIP GROUP INC,nip,3.0,1.0,0,1,0,0.3333333333333333,1,0.0,1,n010,-0.5990558156285515,3
Stance Sustainable Beta ETF,stance sustainable beta,7.0,2.3333333333333335,0,1,0,0.4285714285714285,4,0.0,0,s023,12.876255658566023,21
MORGAN STANLEY PATHWAY FUNDS,morgan stanley pathway funds,6.25,1.75,0,1,0,0.36,4,0.0,0,s305,20.32749057575572,25
PARNASSUS INCOME FUNDS,parnassus income funds,6.666666666666667,2.0,0,1,0,0.35,4,0.0,0,p065,17.153656655675086,20
STONE RIDGE TRUST,stone ridge trust,5.0,1.0,0,1,0,0.3333333333333333,3,0.0,0,s305,3.598825650756161,15
EXCHANGE PLACE ADVISORS TRUST,exchange place advisors trust,6.5,1.75,1,0,0,0.3461538461538461,3,0.0,0,e205,20.206074301952192,26
Venture Global Inc,venture global,6.5,2.0,0,0,1,0.3846153846153846,2,0.0,1,v053,8.779364647169627,13
SailPoint Inc,sailpoint,9.0,2.0,0,1,0,0.4444444444444444,2,1.0,1,s041,15.386531643456594,9
Eaton Vance Short Duration Income ETF,eaton vance short duration income,5.8,1.8,1,0,0,0.4482758620689655,4,0.0,0,d060,10.342868971792711,29
STAR FASHION CULTURE HLDGS LTD,star fashion culture hldgs,5.75,1.5,0,1,0,0.3043478260869565,3,0.25,0,f020,26.716987354373646,23
FT Vest U.S. Equity Buffer & Premium Income ETF - June,ft vest us equity buffer premium income june,4.625,1.75,0,1,0,0.4324324324324324,6,0.0,0,p605,2.2065263319913013,37
FT Vest U.S. Equity Max Buffer ETF - June,ft vest us equity max buffer june,3.857142857142857,1.4285714285714286,0,1,0,0.4074074074074074,4,0.0,0,e203,-4.006575585762999,27
GRAF GLOBAL CORP,graf global,5.0,1.5,0,1,0,0.3,2,0.0,1,g401,3.662462507757552,10
WEBTOON ENTERTAINMENT INC,webtoon entertainment,10.0,3.0,0,0,1,0.4,4,0.5,1,e530,31.075739875735103,20
PGIM Municipal Income Opportunities ETF,pgim municipal income opportunities,8.0,3.0,0,1,0,0.4375,6,0.25,0,o106,55.35274377548421,32
PGIM Ultra Short Municipal Bond ETF,pgim ultra short municipal,5.75,2.0,0,1,0,0.3478260869565217,3,0.25,0,m050,31.75817009298703,23
CAPITAL GROUP GLOBAL EQUITY ETF,capital global equity,6.333333333333333,2.6666666666666665,1,0,0,0.4736842105263157,3,0.0,0,c010,7.610093059629548,19
CAPITAL GROUP INT CORE EQ ETF,capital int core eq,4.0,1.5,1,0,0,0.4375,2,0.0,0,c010,-0.9231503153816484,16
CAPITAL GROUP NEW GEO EQ ETF,capital new geo eq,3.75,1.75,1,0,0,0.4666666666666667,3,0.0,0,c010,6.489746217024884,15
ONESTREAM INC,onestream,9.0,3.0,0,1,0,0.4444444444444444,2,1.0,1,o502,12.987567812252598,9
SAFE PRO GROUP INC,safe pro,3.5,1.0,0,1,0,0.4285714285714285,1,0.0,1,s010,-0.5266976198851134,7
TWFG INC,twfg,4.0,1.0,0,1,0,0.0,1,1.0,1,t012,8.22237496007043,4
SUNRISE REALTY TRUST INC,sunrise realty trust,6.0,2.0,0,1,0,0.3888888888888889,3,0.0,0,s056,11.506309632627705,18
WORLD FUNDS TRUST,world funds trust,5.0,1.0,0,0,1,0.2,2,0.0,0,w064,8.547850171983768,15
FINANCIAL INVESTORS TRUST,financial investors trust,7.666666666666667,2.3333333333333335,0,1,0,0.3478260869565217,3,0.0,0,f050,23.87788453438629,23
ICON ENERGY CORP,icon energy,5.0,2.5,0,1,0,0.5,2,0.0,1,e506,4.551051134004821,10
CONCENTRA GRP HLDGS PARENT INC,concentra grp hldgs parent,5.75,1.75,1,0,0,0.217391304347826,3,0.75,0,c052,32.63604147995895,23
ISHARES ETHEREUM TRUST ETF,ishares ethereum trust,6.666666666666667,2.3333333333333335,0,1,0,0.4,4,0.6666666666666666,0,e306,18.32147529525838,20
21SHARES CORE ETHEREUM ETF,shares core ethereum,6.0,1.6666666666666667,0,1,0,0.4444444444444444,5,0.3333333333333333,0,e306,12.964104559783266,18
VANECK ETHEREUM ETF,vaneck ethereum,7.0,2.5,0,0,1,0.4285714285714285,4,1.0,1,e306,17.064207847073526,14
ZSPACE INC,zspace,6.0,1.0,0,0,1,0.3333333333333333,1,1.0,1,z210,17.567564606964673,6
FRANKLIN ETHEREUM TRUST,franklin ethereum trust,7.0,2.0,0,1,0,0.3333333333333333,3,0.3333333333333333,0,f605,19.355234257176026,21
FIDELITY ETHEREUM FUND,fidelity ethereum,8.0,3.5,0,1,0,0.5,4,0.5,1,f030,16.82033647831748,16
INVESCO GALAXY ETHEREUM ETF,invesco galaxy ethereum,7.0,3.0,0,1,0,0.4761904761904761,4,0.6666666666666666,0,e306,26.888958610396216,21
GRAYSCALE ETHEREUM MINI TR ETH,grayscale ethereum mini tr eth,5.2,1.8,0,1,0,0.4230769230769231,5,0.4,0,g602,23.252549578121787,26
LINEAGE INC,lineage,7.0,3.0,0,1,0,0.5714285714285714,2,0.0,1,l050,7.197042961495871,7
ZJK INDUSTRIAL CO LTD,zjk industrial,6.5,2.5,0,0,1,0.3076923076923077,2,0.5,1,i530,17.364295483290043,13
WERIDE INC,weride,6.0,2.0,0,0,1,0.5,2,1.0,1,w060,3.8504623333417536,6
GRAYSCALE BITCOIN MINI TR BTC,grayscale bitcoin mini tr btc,5.0,1.6,0,1,0,0.36,4,0.6,0,g602,43.61045989297141,25
FOUNDER GROUP LTD,founder,7.0,2.0,0,1,0,0.4285714285714285,1,0.0,1,f053,3.8083165941150865,7
PREMIUM CATERING HOLDINGS LTD,premium catering,7.5,3.0,0,1,0,0.4,2,0.0,1,c030,4.990176299675868,15
YXT COM GROUP HOLDING LTD,yxt com,3.0,1.0,0,0,1,0.3333333333333333,1,0.5,1,y230,11.948644061817102,6
LEGACY EDUCATION INC,legacy education,7.5,3.5,0,1,0,0.5333333333333333,2,0.0,1,e302,15.99776701255686,15
BRAZIL POTASH CORP,brazil potash,6.0,2.0,1,0,0,0.3333333333333333,2,0.0,1,b602,10.272465802378193,12
HOMESTOLIFE LTD,homestolife,11.0,4.0,0,1,0,0.4545454545454545,2,1.0,1,h050,17.127858555596916,11
BICARA THERAPEUTICS INC,bicara therapeutics,9.0,3.5,1,0,0,0.4444444444444444,3,0.5,1,t060,21.501413232059953,18
ZENAS BIOPHARMA INC,zenas biopharma,7.0,2.5,0,0,1,0.4285714285714285,3,0.5,1,b010,19.021273256882623,14
SINCLAIR INC,sinclair,8.0,2.0,0,1,0,0.375,2,0.0,1,s052,11.870162381136334,8
CERIBELL INC,ceribell,8.0,3.0,1,0,0,0.375,2,1.0,1,c060,9.695173589535369,8
MBX BIOSCIENCES INC,mbx biosciences,7.0,3.0,0,1,0,0.3571428571428571,2,0.5,1,b020,31.523471941763137,14
PARK HA BIOLOGICAL TECH CO LTD,park ha biological tech,5.0,2.0,0,1,0,0.4,3,0.0,0,b040,3.3572928956624333,20
HEALTH IN TECH INC,health in tech,4.0,1.0,0,1,0,0.3333333333333333,3,0.0,0,h043,1.7047162018395037,12
BIOAGE LABS INC,bioage labs,5.0,1.0,1,0,0,0.5,2,0.5,1,b020,11.121585983757315,10
PALMER SQUARE FUNDS TRUST,palmer square funds trust,5.5,1.25,0,1,0,0.3181818181818182,3,0.0,0,p045,9.871182303981223,22
STANDARDAERO INC,standardaero,12.0,4.0,0,1,0,0.4166666666666667,3,1.0,1,s305,19.975911932060477,12
FRONTVIEW REIT INC,frontview reit,6.5,1.5,0,1,0,0.3846153846153846,2,0.5,1,f605,22.88149714113643,13
CHAIN BRIDGE BANCORP INC,chain bridge bancorp,6.0,1.3333333333333333,1,0,0,0.3333333333333333,2,0.3333333333333333,0,b052,12.073549055799576,18
UPSTREAM BIO INC,upstream bio,5.5,2.0,0,1,0,0.4545454545454545,1,0.0,1,u123,13.0368154271301,11
CAMP4 Therapeutics Corp,camp therapeutics,8.0,2.5,1,0,0,0.375,2,0.0,1,t060,17.867100743599096,16
CALAMP CORP,calamp,6.0,2.0,1,0,0,0.3333333333333333,2,1.0,1,c040,4.044705103130672,6
Amentum Holdings Inc,amentum,7.0,3.0,1,0,0,0.4285714285714285,2,0.0,1,a505,4.820353385993027,7
BINGEX LTD,bingex,6.0,2.0,1,0,0,0.3333333333333333,1,1.0,1,b052,10.752289273495707,6
SOUTH BOW CORP,south bow,4.0,1.0,0,1,0,0.375,2,0.0,1,s030,1.1147496717130712,8
CURBLINE PROPERTIES CORP,curbline properties,9.0,2.5,1,0,0,0.3888888888888889,3,0.0,1,p601,21.799207230295607,18
SEPTERNA INC,septerna,8.0,3.0,0,1,0,0.375,2,1.0,1,s013,7.616586345372708,8
PRECIDIAN ETFS TRUST,precidian etfs trust,6.0,1.6666666666666667,0,1,0,0.3333333333333333,3,0.6666666666666666,0,p602,16.4300922562456,18
SKY QUARRY INC,sky quarry,4.5,1.5,0,1,0,0.4444444444444444,2,0.0,1,q060,-0.7684628525434927,9
PONY AI INC,pony ai,3.0,1.5,0,1,0,0.6666666666666666,1,0.0,1,p050,-2.400067775198132,6
INGRAM MICRO HOLDING CORP,ingram micro,5.5,2.0,0,1,0,0.3636363636363636,2,0.0,1,i526,5.637474418189521,11
EVERUS CONSTRUCTION GROUP INC,everus construction,9.0,3.0,1,0,0,0.3888888888888889,2,0.5,1,c052,13.58140704863691,18
LEISHEN ENERGY HOLDING CO LTD,leishen energy,6.5,2.5,0,1,0,0.4615384615384615,4,0.5,1,l020,13.130088738407858,13
SUNRISE COMMUNICATIONS AG,sunrise communications,10.5,3.5,0,1,0,0.4285714285714285,3,0.0,1,c050,25.29391728613641,21
SINCLAIR BROADCAST GROUP INC,sinclair broadcast,8.5,2.0,0,1,0,0.3529411764705882,3,0.0,1,b603,24.744940511104865,17
UNITED AIR SPECIALIST INC,united air specialist,6.333333333333333,2.3333333333333335,0,1,0,0.4736842105263157,4,0.0,0,s102,9.310873319696606,19
SITEL Corp,sitel,5.0,2.0,0,1,0,0.4,1,1.0,1,s030,2.178322352239321,5
AMERICAN INSURED MRTG INV LP 88,american insured mrtg inv lp,4.8,2.0,1,0,0,0.3333333333333333,3,0.2,0,a506,30.37824988371218,24
YES ENTERTAINMENT INC,yes entertainment,8.0,2.5,0,0,1,0.4375,4,0.0,1,e530,17.916757697154683,16
Serologicals Corp,serologicals,12.0,5.0,0,1,0,0.4166666666666667,2,1.0,1,s060,15.880756917447274,12
Logansport Financial Corp.,logansport financial,9.5,3.0,0,1,0,0.3684210526315789,3,0.0,1,l020,23.282367791096156,19
DATALOGIX INTERNATIONAL INC,datalogix international,11.0,4.5,1,0,0,0.4545454545454545,4,0.5,1,i530,27.566046134416492,22
Cameron International Corp,cameron international,10.0,4.0,1,0,0,0.45,4,0.0,1,i530,16.59653875165362,20
COOPER CAMERON CORP,cooper cameron,6.5,2.5,1,0,0,0.4615384615384615,3,0.0,1,c050,8.26745219864502,13
DISH Network Corp,dish network,5.5,1.5,1,0,0,0.2727272727272727,1,0.0,1,n030,4.31273419546083,11
DIVERSINET CORP,diversinet,10.0,4.0,1,0,0,0.4,2,1.0,1,d010,10.782781280067177,10
CLARE INC,clare,5.0,1.0,1,0,0,0.4,1,0.0,1,c406,1.545605136810503,5
ECHOSTAR COMMUNICATIONS CORP NEW,echostar communications new,8.333333333333334,3.0,1,0,0,0.4,3,0.3333333333333333,0,c050,27.47889825614651,25
Hawaiian Holdings Inc,hawaiian,8.0,3.0,0,1,0,0.625,3,0.0,1,h050,15.60453898656501,8
HAWAIIAN AIRLINES INC NEW,hawaiian airlines new,6.333333333333333,2.0,0,1,0,0.5263157894736842,4,0.0,0,h050,24.562093598362924,19
SPINE TECH INC,spine tech,4.5,1.0,0,1,0,0.3333333333333333,2,0.0,1,s105,0.5878123236335215,9
NATURAL HEALTH TRENDS CORP,natural health trends,6.333333333333333,1.6666666666666667,0,1,0,0.3157894736842105,3,0.0,0,n030,16.736422828241906,19
Life Storage Inc,life storage,5.5,1.5,0,1,0,0.4545454545454545,2,0.0,1,s306,5.590553978266373,11
LEGAL RESEARCH CENTER INC,legal research center,6.333333333333333,2.0,0,1,0,0.3684210526315789,5,0.0,0,r020,9.614594118951487,19
Dave & Buster's Entertainment Inc,dave busters entertainment,8.0,2.3333333333333335,1,0,0,0.375,5,0.0,0,e530,25.57397320258502,24
PORTALPLAYER INC,portalplayer,12.0,3.0,0,1,0,0.4166666666666667,2,1.0,1,p063,19.28414068533155,12
USDATA CORP,usdata,6.0,3.0,0,1,0,0.5,2,1.0,1,u230,14.194966708619557,6
Global Industrial Co,global industrial,8.0,3.0,0,1,0,0.375,3,0.0,1,i530,13.90550816092347,16
MERIT HOLDING CORP,merit,5.0,2.0,0,1,0,0.4,1,0.0,1,m060,2.0743217145701265,5
MakeMusic Inc,makemusic,9.0,4.0,0,1,0,0.4444444444444444,2,1.0,1,m020,12.837420834132544,9
FIRST BELL BANCORP INC,first bell bancorp,5.333333333333333,1.3333333333333333,0,1,0,0.25,2,0.3333333333333333,0,b052,9.74956060629142,16
Dendrite International Inc,dendrite international,10.5,3.5,1,0,0,0.4285714285714285,4,0.0,1,i530,16.898860534378926,21
Discreet Logic Inc,discreet logic,6.5,2.0,1,0,0,0.3846153846153846,2,0.0,1,d026,6.591023608790827,13
GFSB Bancorp Inc,gfsb bancorp,5.5,1.5,0,1,0,0.1818181818181818,2,1.0,1,b052,27.51809766506694,11
HF Bancorp Inc,hf bancorp,4.5,1.5,0,1,0,0.2222222222222222,1,0.5,1,b052,19.7299966716514,9
SFS Bancorp Inc,sfs bancorp,5.0,1.5,0,1,0,0.2,2,1.0,1,b052,15.004540319788806,10
Telesoft Corp,telesoft,8.0,3.0,0,1,0,0.375,2,1.0,1,t040,11.32340784799262,8
CROCKER REALTY TRUST INC,crocker realty trust,6.0,2.0,1,0,0,0.3333333333333333,4,0.0,0,c602,7.061795043588996,18
JUST LIKE HOME INC,just like home,4.0,1.0,0,1,0,0.4166666666666667,2,0.0,0,j023,-4.1344139354406195,12
Clearstory Systems Inc,clearstory systems,8.5,2.5,1,0,0,0.3529411764705882,4,0.0,1,c406,24.143409711075712,17
FRANKFORT FIRST BANCORP INC,frankfort first bancorp,7.0,1.6666666666666667,0,1,0,0.238095238095238,4,0.3333333333333333,0,f605,22.703062152953873,21
Westinghouse Air Brake Technologies Corp,westinghouse air brake technologies,8.0,2.25,0,0,1,0.4375,5,0.0,0,w023,42.258313612911735,32
WESTINGHOUSE AIR BRAKE CO NEW,westinghouse air brake new,5.75,1.5,0,0,1,0.4347826086956521,4,0.0,0,w023,20.430051373252997,23
WABTEC CORP,wabtec,6.0,2.0,0,0,1,0.3333333333333333,1,1.0,1,w013,14.111554638235376,6
American River Bankshares,american river bankshares,7.666666666666667,2.6666666666666665,1,0,0,0.391304347826087,4,0.3333333333333333,0,b052,21.74185667396098,23
ONTRAK SYSTEMS INC,ontrak systems,6.5,2.0,0,1,0,0.3076923076923077,3,0.5,1,s023,19.824669952019818,13
AMERICAN RIVER HOLDINGS,american river,6.5,3.0,1,0,0,0.4615384615384615,3,0.0,1,a506,6.554893785899235,13
BNCCORP,bnccorp,7.0,1.0,1,0,0,0.1428571428571428,2,1.0,1,b520,30.948837674383487,7
TELE COMMUNICATIONS INTL INC,tele communications intl,7.333333333333333,2.6666666666666665,0,1,0,0.4090909090909091,3,0.0,0,c050,18.204363694941765,22
ACACIA RESEARCH CORP,acacia research,7.0,2.5,1,0,0,0.5,4,0.0,1,r020,13.906566200374147,14
Habersham Bancorp,habersham bancorp,8.0,2.5,0,1,0,0.3125,3,1.0,1,h010,20.37579369621968,16
PIXTECH INC,pixtech,7.0,2.0,0,1,0,0.2857142857142857,1,1.0,1,p023,12.595343389347324,7
Climb Global Solutions Inc,climb global solutions,6.666666666666667,2.0,1,0,0,0.35,4,0.0,0,s040,18.323081981085593,20
Deswell Industries Inc,deswell industries,8.5,2.5,1,0,0,0.3529411764705882,3,0.5,1,i530,23.062962436046377,17
TRENTON SAVINGS BANK FSB NJ,trenton savings bank fsb nj,4.6,1.4,0,1,0,0.217391304347826,5,0.2,0,t605,30.502229333426072,23
TEEKAY SHIPPING CORP,teekay shipping,7.0,2.0,0,1,0,0.4285714285714285,2,0.5,1,s010,12.097024663333176,14
PEOPLES BANCORP DE,peoples bancorp de,5.333333333333333,1.6666666666666667,0,1,0,0.375,3,0.3333333333333333,0,p014,9.5493602358462,16
TEEKAY CORP,teekay,6.0,2.0,0,1,0,0.6666666666666666,2,1.0,1,t020,7.756651023217249,6
IMNET SYSTEMS INC,imnet systems,6.0,2.0,0,1,0,0.3333333333333333,3,0.5,1,s023,15.60286081776062,12
Continucare Corp,continucare,11.0,4.0,1,0,0,0.4545454545454545,2,1.0,1,c053,15.93051051847892,11
ZANART ENTERTAINMENT INC,zanart entertainment,9.5,3.0,0,0,1,0.3684210526315789,4,0.5,1,e530,25.47019634942673,19
ASTEA INTERNATIONAL INC,astea international,9.0,3.5,1,0,0,0.5,4,0.5,1,i530,13.92771160080792,18
CAPITAL BANCORP FLA,capital bancorp fla,5.666666666666667,2.0,1,0,0,0.3529411764705882,4,0.3333333333333333,0,c010,9.412801651107234,17
KERAVISION INC,keravision,10.0,4.0,0,1,0,0.5,2,1.0,1,k060,12.103805120666474,10
PERCON ACQUISITION INC,percon acquisition,8.5,3.0,0,1,0,0.4705882352941176,3,0.5,1,a202,11.32807711314071,17
TELCOM SEMICONDUCTOR INC,telcom semiconductor,9.5,3.5,0,1,0,0.3684210526315789,3,0.5,1,s050,23.30008817102378,19
METALLICA RESOURCES INC,metallica resources,9.0,3.5,0,1,0,0.4444444444444444,3,0.0,1,m030,23.469141992469968,18
ORION NETWORK SYSTEMS INC,orion network systems,6.333333333333333,2.3333333333333335,0,1,0,0.3684210526315789,3,0.0,0,n030,18.90426412418609,19
SMARTFLEX SYSTEMS INC,smartflex systems,8.0,2.0,0,1,0,0.25,4,0.5,1,s506,29.650543468632033,16
SEQUANA THERAPEUTICS INC,sequana therapeutics,9.5,3.5,0,1,0,0.4736842105263157,3,0.5,1,t060,23.088543737899748,19
AMCON Distributing Co,amcon distributing,8.5,3.0,1,0,0,0.3529411764705882,3,0.5,1,d023,16.246543396203716,17
NATIONAL MEDICAL FINCL SVCS CORP,national medical fincl svcs,6.0,2.0,0,1,0,0.3333333333333333,3,0.5,0,n030,18.933623566839223,24
Redwood Trust Inc,redwood trust,6.0,1.5,0,1,0,0.3333333333333333,2,0.0,1,r030,6.7743588677224285,12
Windtree Therapeutics Inc,windtree therapeutics,10.0,2.5,0,0,1,0.4,4,0.5,1,t060,31.61974386582332,20
NETSCAPE COMMUNICATIONS CORP,netscape communications,11.0,3.5,0,1,0,0.4090909090909091,3,0.0,1,c050,32.207018176830466,22
OAKLEY INC,oakley,6.0,2.0,0,1,0,0.6666666666666666,1,0.0,1,o024,10.19740485935983,6
BRAKE HEADQUARTERS USA INC,brake headquarters usa,6.666666666666667,2.3333333333333335,1,0,0,0.45,4,0.0,0,h032,22.483956050791853,20
GRAFTECH INTERNATIONAL LTD NEW,graftech international new,8.0,2.6666666666666665,0,1,0,0.375,4,0.3333333333333333,0,i530,20.292336831172587,24
ATLAS AIR WORLDWIDE HOLDINGS INC,atlas air worldwide,5.666666666666667,1.6666666666666667,1,0,0,0.4117647058823529,3,0.0,0,w064,23.44364084083368,17
Sunstone Hotel Investors Inc,sunstone hotel investors,7.333333333333333,2.3333333333333335,0,1,0,0.3636363636363636,4,0.0,0,i510,24.1568455780306,22
SHOWPOWER INC,showpower,9.0,3.0,0,1,0,0.3333333333333333,2,1.0,1,s010,14.482461915968733,9
SUNSTONE HOTEL INVESTORS INC NEW,sunstone hotel investors new,6.25,2.0,0,1,0,0.36,4,0.0,0,i510,24.08567657265257,25
VIDEOLAN TECHNOLOGIES INC,videolan technologies,10.0,3.5,0,0,1,0.45,3,0.5,1,t020,31.84142759671711,20
Craft Brew Alliance Inc,craft brew alliance,5.666666666666667,1.6666666666666667,1,0,0,0.3529411764705882,3,0.0,0,a405,7.477561470286961,17
Integra LifeSciences Holdings Corp,integra lifesciences,9.5,3.5,0,1,0,0.4210526315789473,4,1.0,1,l010,27.06850193555782,19
KFORCE COM INC,kforce com,4.5,1.0,0,1,0,0.3333333333333333,2,0.5,1,k106,13.599625058503214,9
KFORCE INC,kforce,6.0,1.0,0,1,0,0.3333333333333333,1,1.0,1,k106,17.47872434663677,6
INTEGRA LIFESCIENCES HLDNGS CORP,integra lifesciences hldngs,8.333333333333334,2.6666666666666665,0,1,0,0.32,4,1.0,0,l010,49.58869106885567,25
Arrow Magnolia International Inc,arrow magnolia international,8.666666666666666,3.3333333333333335,1,0,0,0.4615384615384615,5,0.0,0,i530,22.947723771296808,26
Service Properties Trust,service properties trust,7.333333333333333,2.0,0,1,0,0.3636363636363636,4,0.0,0,p601,19.39302396707613,22
