,original_name,company_name,average_amount_of_letters,average_amount_of_syllables,abcde,middle,vwxyz,vowel_to_length_ratio,most repetitions,spelling_errors,is_short_name,sound
14230,NUVEEN MULTI STRAT INC & GR FD 2,nuveen multi strat gr fd,4.0,1.4,0,1,0,0.3,3,0.4,0,n010
14231,NUVEEN CREDIT STRATEGIES INC FD,nuveen credit strategies fd,6.0,2.0,0,1,0,0.375,5,0.25,0,s360
14232,JEFFERSON BANCSHARES INC TENN,jefferson bancshares tenn,7.666666666666667,2.6666666666666665,0,1,0,0.30434782608695654,4,0.3333333333333333,0,b052
14233,CAPITALSOURCE INC,capitalsource,13.0,4.0,1,0,0,0.46153846153846156,2,1.0,1,c010
14234,Clifton Bancorp Inc,clifton bancorp,7.0,2.0,1,0,0,0.2857142857142857,2,0.5,1,c401
14235,CLIFTON SAVINGS BANCORP INC,clifton savings bancorp,7.0,2.0,1,0,0,0.2857142857142857,3,0.3333333333333333,0,c401
14236,Rainier Pacific Financial Group Inc,rainier pacific financial,7.666666666666667,2.6666666666666665,0,1,0,0.4782608695652174,6,0.0,0,f050
14237,ModivCare Inc,modivcare,9.0,3.0,0,1,0,0.4444444444444444,1,1.0,1,m030
14238,RAINIER PACIFIC FINL GROUP INC,rainier pacific finl,6.0,2.0,0,1,0,0.4444444444444444,5,0.3333333333333333,0,r050
14239,Central GoldTrust,central goldtrust,8.0,2.0,1,0,0,0.25,3,0.5,1,g043
14240,VICEROY EXPLORATION LTD,viceroy exploration,9.0,3.0,0,0,1,0.5,3,0.0,1,e214
14241,AMERICAN BANCORP OF NJ INC,american bancorp of nj,4.75,2.0,1,0,0,0.3684210526315789,3,0.25,0,a506
14242,PIONEER MUNICIPAL HIGH INC TRUST,pioneer municipal high trust,6.25,2.25,0,1,0,0.4,4,0.0,0,m050
14243,PIONEER MUNI HIGH INCOME FD INC,pioneer muni high income fd,4.6,1.8,0,1,0,0.43478260869565216,4,0.0,0,p050
14244,FIRST POTOMAC REALTY TRUST,first potomac realty trust,5.75,2.0,0,1,0,0.34782608695652173,5,0.0,0,p030
14245,Air Transport Services Group Inc,air transport services,6.666666666666667,2.0,1,0,0,0.35,4,0.0,0,t605
14246,FIRST COMMUNITY BANK CORP AMER,first community bank amer,5.5,2.0,0,1,0,0.36363636363636365,3,0.0,0,c050
14247,BlackRock Limited Duration Income Trust,blackrock duration income trust,7.0,2.0,1,0,0,0.35714285714285715,3,0.25,0,b402
14248,BLACKROCK LTD DURATION INCOME TR,blackrock duration income tr,6.25,2.0,1,0,0,0.36,3,0.25,0,b402
14249,Neuberger Berman High Yield Strategies Fund,neuberger berman high yield strategies,6.8,2.0,0,1,0,0.4117647058823529,7,0.0,0,s360
14250,NEUBERGER BERMAN HG YD STRAT FD,neuberger berman hg yd strat fd,4.333333333333333,1.5,0,1,0,0.3076923076923077,4,0.16666666666666666,0,n010
14251,NICHOLAS APPLEGATE CON INC FD II,nicholas applegate con fd ii,4.8,1.8,0,1,0,0.4166666666666667,3,0.0,0,a140
14252,ALLIANZGI CONVERT & INC FD II,allianzgi convert fd ii,5.0,1.75,1,0,0,0.4,4,0.25,0,a405
14253,VIRTUS ALLIANZGI CON & INC FD II,virtus allianzgi con fd ii,4.4,1.6,0,0,1,0.4090909090909091,5,0.2,0,a405
14254,VIRTUS CONV & INCOME FUND II,virtus conv income ii,4.5,1.5,0,0,1,0.4444444444444444,4,0.0,0,v063
14255,Western Asset Global High Income Fund Inc,western asset global high income,5.6,1.8,0,0,1,0.35714285714285715,4,0.0,0,w023
14256,WESTERN ASSET GLOBAL HIGH INC FD,western asset global high fd,4.8,1.6,0,0,1,0.2916666666666667,3,0.0,0,w023
14257,MUNI NY INTERMEDIATE DURATION FD,muni ny intermediate duration fd,5.6,2.4,0,1,0,0.4642857142857143,4,0.0,0,i530
14258,BLACKROCK MUNI NY INTER DUR FUND,blackrock muni ny inter dur,4.6,1.6,1,0,0,0.34782608695652173,3,0.2,0,b402
14259,MUNI INTERMEDIATE DURATION FD IN,muni intermediate duration fd in,5.6,2.4,0,1,0,0.4642857142857143,5,0.0,0,i530
14260,BLACKROCK MUNI INTERM DUR FD INC,blackrock muni interm dur fd,4.8,1.6,1,0,0,0.2916666666666667,3,0.4,0,b402
14261,BLACKROCK MUNI INCOME FUND INC,blackrock muni income,6.333333333333333,2.0,1,0,0,0.3684210526315789,3,0.3333333333333333,0,b402
14262,PREFERRED & CORPORATE INC ST FD,preferred corporate st fd,5.5,1.75,0,1,0,0.3181818181818182,5,0.0,0,p601
14263,BLACKROCK PREF & CORP INC STS FD,blackrock pref sts fd,4.5,1.25,1,0,0,0.16666666666666666,2,0.25,0,b402
14264,Cardiff Oncology Inc,cardiff oncology,7.5,3.0,1,0,0,0.4,3,0.0,1,o520
14265,WILLAMETTE INDUSTRIES INC,willamette industries,10.0,3.0,0,0,1,0.4,3,0.0,1,w040
14266,WHITING PETROLEUM CORP NEW,whiting petroleum new,6.333333333333333,2.3333333333333335,0,0,1,0.3684210526315789,3,0.0,0,p036
14267,LKQ Corporation,lkq,3.0,1.0,0,1,0,0.0,1,1.0,1,l200
14268,Cineverse Corp,cineverse,9.0,3.0,1,0,0,0.4444444444444444,3,1.0,1,c050
14269,CENTENNIAL SPECIALTY FOODS CORP,centennial specialty foods,8.0,2.6666666666666665,1,0,0,0.4166666666666667,3,0.0,0,c053
14270,AMIS HOLDINGS INC,amis,4.0,2.0,1,0,0,0.5,1,0.0,1,a502
14271,CANCERVAX CORP,cancervax,9.0,3.0,1,0,0,0.3333333333333333,2,1.0,1,c052
14272,NELNET INC,nelnet,6.0,2.0,0,1,0,0.3333333333333333,2,1.0,1,n045
14273,Ashford Hospitality Trust Inc,ashford hospitality trust,7.666666666666667,2.6666666666666665,1,0,0,0.34782608695652173,4,0.0,0,h021
14274,NITROMED INC,nitromed,8.0,3.0,0,1,0,0.375,1,1.0,1,n036
14275,OMNIQ CORP,omniq,5.0,2.0,0,1,0,0.4,1,1.0,1,o502
14276,PIMCO Income Strategy Fund,pimco income strategy,6.333333333333333,2.3333333333333335,0,1,0,0.42105263157894735,2,0.3333333333333333,0,s360
14277,PIMCO FLOATING RATE INCOME FUND,pimco floating rate income,5.75,1.75,0,1,0,0.43478260869565216,3,0.25,0,f403
14278,Managed Duration Investment Grade Municipal Fund,managed duration investment grade municipal,7.8,2.6,0,1,0,0.41025641025641024,5,0.0,0,i510
14279,MANAGED DURATION INVT GRD MUN FD,managed duration invt grd mun fd,4.5,1.5,0,1,0,0.3333333333333333,4,0.0,0,d060
14280,PHARMACYTE BIOTECH INC,pharmacyte biotech,8.5,3.0,0,1,0,0.4117647058823529,2,0.5,1,p065
14281,First Banking Center Inc,first banking center,6.0,1.6666666666666667,0,1,0,0.2777777777777778,3,0.0,0,b052
14282,FRANKLIN LIMITED DURATION INC TR,franklin duration tr,6.0,2.0,0,1,0,0.3333333333333333,3,0.0,0,f605
14283,Flaherty & Crumrine Total Return Fund Inc,flaherty crumrine total return,6.75,2.0,0,1,0,0.37037037037037035,5,0.25,0,f406
14284,FLAHERTY & CRUMRINE CLAYMORE TOT,flaherty crumrine claymore tot,6.75,1.75,0,1,0,0.4074074074074074,4,0.25,0,f406
14285,FLAHERTY & CRUMRINE TOTAL RET FD,flaherty crumrine total ret fd,5.2,1.6,0,1,0,0.34615384615384615,4,0.2,0,f406
14286,First Trust Exchange-Traded Fund - First Trust Value Line Dividend Index Fund,first trust exchangetraded first trust value line dividend index,6.222222222222222,1.8888888888888888,0,1,0,0.3392857142857143,7,0.1111111111111111,0,e205
14287,FIRST TRUST VALUE LINE DIVID FD,first trust value line divid fd,4.333333333333333,1.3333333333333333,0,1,0,0.34615384615384615,4,0.0,0,f062
14288,DWS RREEF Real Estate Fund II,dws rreef real estate ii,4.0,1.2,1,0,0,0.45,5,0.4,0,e230
14289,SCUDDER RREEF REAL EST FD II INC,scudder rreef real est fd ii,3.8333333333333335,1.3333333333333333,0,1,0,0.391304347826087,5,0.16666666666666666,0,s203
14290,PUDA COAL INC,puda coal,4.0,1.5,0,1,0,0.5,2,0.5,1,p030
14291,SIGMATEL INC,sigmatel,8.0,3.0,0,1,0,0.375,1,1.0,1,s025
14292,MYOGEN INC,myogen,6.0,2.0,0,1,0,0.5,1,0.0,1,m020
14293,ADEIA INC,adeia,5.0,2.0,1,0,0,0.8,2,1.0,1,a300
14294,COAST FINANCIAL HLDGS INC,coast financial hldgs,6.333333333333333,1.6666666666666667,1,0,0,0.3157894736842105,3,0.3333333333333333,0,f050
14295,SYNNEX CORP,synnex,6.0,2.0,0,1,0,0.3333333333333333,2,1.0,1,s050
14296,PROVIDE COMMERCE INC,provide commerce,7.5,2.0,0,1,0,0.4,3,0.0,1,c050
14297,TD SYNNEX CORP,td synnex,4.0,1.5,0,1,0,0.25,2,0.5,1,s050
14298,FIRST MARBLEHEAD CORP,first marblehead,7.5,2.0,0,1,0,0.3333333333333333,2,0.0,1,m061
14299,MARLIN BUSINESS SVCS CORP,marlin business svcs,6.0,1.6666666666666667,0,1,0,0.2777777777777778,5,0.3333333333333333,0,b020
14300,EYETECH PHARMACEUTICALS INC,eyetech pharmaceuticals,11.0,3.5,1,0,0,0.45454545454545453,4,0.5,1,p065
14301,Global Indemnity Group LLC,global indemnity llc,6.0,2.3333333333333335,0,1,0,0.3333333333333333,4,0.0,0,i530
14302,GLOBAL INDEMNITY LTD,global indemnity,7.5,3.0,0,1,0,0.4,2,0.0,1,i530
14303,BlackRock Municipal 2020 Term Trust,blackrock municipal term trust,6.75,2.0,1,0,0,0.2962962962962963,3,0.25,0,b402
14304,BLACKROCK MUNICIPAL 2020 TERM TR,blackrock municipal term tr,6.0,2.0,1,0,0,0.2916666666666667,3,0.25,0,b402
14305,BlackRock Florida Municipal 2020 Term Trust,blackrock florida municipal term trust,6.8,2.2,1,0,0,0.3235294117647059,4,0.2,0,b402
14306,BLACKROCK FLA MUN 2020 TERM TR,blackrock fla mun term tr,4.2,1.2,1,0,0,0.23809523809523808,3,0.2,0,b402
14307,First Trust/Four Corners Senior Floating Rate Income Fund,first trustfour corners senior floating rate income,6.428571428571429,1.7142857142857142,0,1,0,0.37777777777777777,7,0.14285714285714285,0,t602
14308,FIRST TRUST FOUR CORNERS SR FLTG,first trust four corners sr fltg,4.5,1.3333333333333333,0,1,0,0.2222222222222222,6,0.16666666666666666,0,c065
14309,Eaton Vance Tax-Advantaged Dividend Income Fund,eaton vance taxadvantaged dividend income,7.4,2.6,1,0,0,0.43243243243243246,6,0.2,0,t020
14310,EATON VANCE TAX ADVAN DIV IN FD,eaton vance tax advan div in fd,3.5714285714285716,1.2857142857142858,1,0,0,0.4,5,0.14285714285714285,0,e030
14311,Nuveen Diversified Dividend and Income Fund,nuveen diversified dividend and income,6.8,2.4,0,1,0,0.4411764705882353,6,0.2,0,d010
14312,NUVEEN DIVERSIFIED DIV & INC FD,nuveen diversified div fd,5.5,2.0,0,1,0,0.4090909090909091,4,0.25,0,d010
14313,WESTERN ASSET CLAYMORE INF LN SC,western asset claymore inf ln sc,4.5,1.5,0,0,1,0.3333333333333333,4,0.0,0,c405
14314,WESTERN ASSET INFLTN-LNKD INC FD,western asset infltnlnkd fd,6.0,1.5,0,0,1,0.20833333333333334,4,0.25,0,i514
14315,Arq Inc,arq,3.0,1.0,1,0,0,0.3333333333333333,1,0.0,1,a620
14316,FIDELITY COMMONWEALTH TRUST,fidelity commonwealth trust,8.333333333333334,2.6666666666666665,0,1,0,0.36,4,0.0,0,c050
14317,PalmSource Inc,palmsource,10.0,2.0,0,1,0,0.4,1,1.0,1,p045
14318,Callidus Software Inc,callidus software,8.0,2.5,1,0,0,0.375,2,0.5,1,c040
14319,CALDERA INTERNATIONAL INC,caldera international,10.0,4.0,1,0,0,0.45,4,0.0,1,i530
14320,KINTERA INC,kintera,7.0,3.0,0,1,0,0.42857142857142855,1,1.0,1,k053
14321,NewAlliance Bancshares Inc,newalliance bancshares,10.5,2.5,0,1,0,0.38095238095238093,4,1.0,1,n040
14322,ALPHASMART INC,alphasmart,10.0,3.0,1,0,0,0.3,3,1.0,1,a410
14323,UNIVERSAL TECHNICAL INSTITUTE IN,universal technical institute in,7.25,2.75,0,1,0,0.41379310344827586,5,0.0,0,u501
14324,Renovis Inc,renovis,7.0,3.0,0,1,0,0.42857142857142855,1,1.0,1,r050
14325,Connecticut Bank & Trust Co/NE,connecticut bank trust ne,5.5,1.75,1,0,0,0.3181818181818182,4,0.0,0,c050
14326,Pioneer Municipal High Income Advantage Fund Inc,pioneer municipal high income advantage,7.0,2.6,0,1,0,0.45714285714285713,5,0.0,0,m050
14327,PIONEER MUNICIPAL HIGH INC ADVNT,pioneer municipal high advnt,6.25,2.25,0,1,0,0.4,4,0.25,0,m050
14328,PIONEER MUNI HIGH INC ADV FD INC,pioneer muni high adv fd,4.0,1.6,0,1,0,0.4,3,0.0,0,p050
14329,WHEELING PITTSBURGH CORP,wheeling pittsburgh,9.0,2.0,0,0,1,0.2777777777777778,2,0.0,1,p032
14330,HARBIN ELECTRIC INC,harbin electric,7.0,2.5,0,1,0,0.35714285714285715,2,0.0,1,e402
14331,Somnigroup International Inc,somnigroup international,11.5,4.0,0,1,0,0.43478260869565216,4,0.5,1,i530
14332,SILICON GRAPHICS INC,silicon graphics,7.5,2.5,0,1,0,0.3333333333333333,3,0.0,1,g601
14333,Hilltop Holdings Inc,hilltop,7.0,2.0,0,1,0,0.2857142857142857,2,0.0,1,h043
14334,CONNECTICUT BANK & TRUST CO,connecticut bank trust,6.666666666666667,2.0,1,0,0,0.3,4,0.0,0,c050
14335,BlackRock Floating Rate Income Strategies Fund Inc,blackrock floating rate income strategies,7.4,2.0,1,0,0,0.3783783783783784,4,0.2,0,s360
14336,BLACKROCK FLOATING RT INC STRAT,blackrock floating rt strat,6.0,1.5,1,0,0,0.25,4,0.5,0,b402
14337,Neuberger Berman Real Estate Securities Income Fund Inc,neuberger berman real estate securities income,6.833333333333333,2.3333333333333335,0,1,0,0.4634146341463415,10,0.0,0,s020
14338,NEUBERGER BERMAN REAL ESTATE SEC,neuberger berman real estate sec,5.6,1.8,0,1,0,0.42857142857142855,8,0.0,0,n010
14339,Crosstex Energy Inc,crosstex energy,7.0,2.5,1,0,0,0.35714285714285715,3,0.5,1,c602
14340,AMCAST INDUSTRIAL CORP,amcast industrial,8.0,3.0,1,0,0,0.375,3,0.5,1,i530
14341,ASSURANT INC,assurant,8.0,3.0,1,0,0,0.375,2,0.0,1,a206
14342,ASSET ACCEPTANCE CAPITAL CORP,asset acceptance capital,7.333333333333333,2.6666666666666665,1,0,0,0.4090909090909091,5,0.0,0,a201
14343,REVETT MINERALS INC,revett minerals,7.0,2.5,0,1,0,0.35714285714285715,3,0.5,1,m050
14344,REVETT MINING CO INC,revett mining,6.0,2.0,0,1,0,0.3333333333333333,2,0.5,1,r010
14345,COMPASS MINERALS INTL INC,compass minerals intl,6.333333333333333,2.0,1,0,0,0.3157894736842105,3,0.0,0,m050
14346,PORTEC RAIL PRODUCTS INC,portec rail products,6.0,1.6666666666666667,0,1,0,0.3333333333333333,3,0.3333333333333333,0,p603
14347,Electro Energy Inc,electro energy,6.5,3.0,1,0,0,0.46153846153846156,4,0.0,1,e402
14348,CYTOKINETICS INC,cytokinetics,12.0,5.0,1,0,0,0.4166666666666667,2,1.0,1,c030
14349,DAYSTAR TECHNOLOGIES INC,daystar technologies,9.5,3.0,1,0,0,0.42105263157894735,2,0.0,1,t020
14350,BUFFALO WILD WINGS INC,buffalo wild wings,5.333333333333333,1.6666666666666667,1,0,0,0.3125,2,0.0,0,b010
14351,ASPEN INSURANCE HOLDINGS LTD,aspen insurance,7.0,2.5,1,0,0,0.42857142857142855,3,0.0,1,i520
14352,KRONOS WORLDWIDE INC,kronos worldwide,7.5,2.0,0,1,0,0.3333333333333333,3,0.0,1,w064
14353,GENESIS HEALTHCARE CORP,genesis healthcare,8.5,2.5,0,1,0,0.4117647058823529,4,0.0,1,h043
14354,VISTRA ENERGY CORP,vistra energy,6.0,2.5,0,0,1,0.4166666666666667,2,0.5,1,v023
14355,VISTRA CORP,vistra,6.0,2.0,0,0,1,0.3333333333333333,1,1.0,1,v023
14356,TRIP COM GROUP LTD,trip com,3.5,1.0,0,1,0,0.2857142857142857,1,0.0,1,t601
14357,ANADYS PHARMACEUTICALS INC,anadys pharmaceuticals,10.5,4.0,1,0,0,0.42857142857142855,5,0.5,1,p065
14358,WESTLAKE CHEMICAL CORP,westlake chemical,8.0,2.5,0,0,1,0.375,3,0.5,1,w023
14359,Nuveen Municipal High Income Opportunity Fund,nuveen municipal high income opportunity,7.2,2.8,0,1,0,0.4444444444444444,5,0.2,0,o106
14360,NUVEEN MUNICIPAL HIGH INC OP FD,nuveen municipal high op fd,4.6,1.8,0,1,0,0.391304347826087,3,0.2,0,m050
14361,Oxford Square Capital Corp,oxford square capital,6.333333333333333,2.0,0,1,0,0.42105263157894735,3,0.0,0,c010
14362,Eaton Vance Senior Floating Rate Trust,eaton vance senior floating rate trust,5.5,1.5,1,0,0,0.42424242424242425,5,0.0,0,f403
14363,EATON VANCE SENIOR FLTG RATE TR,eaton vance senior fltg rate tr,4.333333333333333,1.3333333333333333,1,0,0,0.38461538461538464,4,0.16666666666666666,0,s050
14364,GABELLI DIVIDEND & INCOME TRUST,gabelli dividend income trust,6.5,2.25,0,1,0,0.38461538461538464,4,0.25,0,d010
14365,CHEROKEE INTL CORP,cherokee intl,6.0,2.0,1,0,0,0.4166666666666667,3,0.0,1,c060
14366,Genworth Financial Inc,genworth financial,8.5,2.5,0,1,0,0.35294117647058826,3,0.5,1,f050
14367,PACIFIC CITY FINANCIAL CORP,pacific city financial,6.666666666666667,2.6666666666666665,0,1,0,0.45,5,0.0,0,f050
14368,Western Asset Emerging Markets Debt Fund Inc,western asset emerging markets debt,6.2,2.0,0,0,1,0.3225806451612903,7,0.0,0,e506
14369,WESTERN ASSET EMERG MKTS INC FD,western asset emerg mkts fd,4.6,1.6,0,0,1,0.2608695652173913,5,0.4,0,w023
14370,WESTERN ASSET EMER MKT INC FD IN,western asset emer mkt fd in,3.8333333333333335,1.5,0,0,1,0.30434782608695654,5,0.0,0,w023
14371,WESTERN ASSET EMERG MKTS DEBT FD,western asset emerg mkts debt fd,4.5,1.5,0,0,1,0.25925925925925924,6,0.3333333333333333,0,w023
14372,Entorian Technologies Inc,entorian technologies,10.0,3.5,1,0,0,0.45,3,0.5,1,t020
14373,SPIRIT REALTY CAPITAL INC,spirit realty capital,6.333333333333333,2.6666666666666665,0,1,0,0.42105263157894735,3,0.0,0,c010
14374,SPIRIT REALTY CAPITAL INC NEW,spirit realty capital new,5.5,2.25,0,1,0,0.4090909090909091,3,0.0,0,c010
14375,CENTRAL FREIGHT LINES INC NEV,central freight lines nev,5.5,1.25,1,0,0,0.3181818181818182,4,0.0,0,c053
14376,MARCHEX INC,marchex,7.0,2.0,0,1,0,0.2857142857142857,1,1.0,1,m062
14377,THRESHOLD PHARMACEUTICALS INC,threshold pharmaceuticals,12.0,3.5,0,1,0,0.3333333333333333,3,0.0,1,p065
14378,MortgageIT Holdings Inc,mortgageit,10.0,3.0,0,1,0,0.4,2,1.0,1,m063
14379,Intersections Inc,intersections,13.0,4.0,0,1,0,0.38461538461538464,2,0.0,1,i530
14380,BlackRock Equity Dividend Trust,blackrock equity dividend trust,7.0,2.25,1,0,0,0.35714285714285715,3,0.25,0,b402
14381,BLACKROCK DIVIDEND ACHIEVERS TR,blackrock dividend achievers tr,7.0,2.25,1,0,0,0.32142857142857145,3,0.25,0,b402
14382,SALESFORCE COM INC,salesforce com,6.5,2.0,0,1,0,0.38461538461538464,2,0.5,1,s040
14383,SALESFORCE INC,salesforce,10.0,3.0,0,1,0,0.4,2,1.0,1,s040
14384,VILLAGE FARMS INTERNATIONAL INC,village farms international,8.333333333333334,2.6666666666666665,0,0,1,0.4,4,0.0,0,i530
14385,SANTARUS INC,santarus,8.0,3.0,0,1,0,0.375,2,1.0,1,s053
14386,ASSURED GUARANTY LTD,assured guaranty,7.5,2.5,1,0,0,0.4666666666666667,3,0.0,1,g060
14387,MEMORY PHARMACEUTICALS CORP,memory pharmaceuticals,10.5,4.0,0,1,0,0.42857142857142855,3,0.0,1,p065
14388,FLETCHER CHALLENGE BUILDING DIV,fletcher challenge building div,7.0,1.75,0,1,0,0.32142857142857145,4,0.0,0,c040
14389,FLETCHER BUILDING LTD,fletcher building,8.0,2.0,0,1,0,0.3125,2,0.0,1,f403
14390,FIRST NATL BANKSHARES FLA NEW,first natl bankshares fla new,5.0,1.2,0,1,0,0.28,4,0.2,0,b052
14391,DWS Enhanced Commodity Strategy Fund Inc,dws enhanced commodity strategy,7.0,2.5,1,0,0,0.35714285714285715,3,0.25,0,c050
14392,DYADIC INTERNATIONAL INC,dyadic international,9.5,3.5,1,0,0,0.47368421052631576,3,0.0,1,i530
14393,BANKFINACIAL CORP,bankfinacial,12.0,4.0,1,0,0,0.4166666666666667,3,1.0,1,b052
14394,BANK OF OAK RIDGE,bank of oak ridge,3.5,1.0,1,0,0,0.42857142857142855,2,0.0,0,r032
14395,OAK RIDGE FINANCIAL SERVICES INC,oak ridge financial services,6.25,2.0,0,1,0,0.44,4,0.0,0,f050
14396,FIELDSTONE INVESTMENT CORP,fieldstone investment,10.0,2.5,0,1,0,0.35,4,0.0,1,f043
14397,iShares Core S&P Total U.S. Stock Market ETF,ishares core sp total us market,4.333333333333333,1.6666666666666667,0,1,0,0.38461538461538464,4,0.16666666666666666,0,i206
14398,B&G Foods Inc,bg foods,3.5,1.0,1,0,0,0.2857142857142857,2,0.0,1,f032
14399,COHEN & STEERS REIT & UT INC FD,cohen steers reit ut fd,3.8,1.2,1,0,0,0.3684210526315789,4,0.0,0,s306
14400,NUVEEN TAX ADV TOT RET STRAT FD,nuveen tax adv tot ret strat fd,3.5714285714285716,1.1428571428571428,0,1,0,0.32,6,0.2857142857142857,0,n010
14401,EATON VANCE TAX ADV GLOB DIV INC,eaton vance tax adv glob div,3.8333333333333335,1.1666666666666667,1,0,0,0.391304347826087,4,0.0,0,e030
