original_name,company_name,average_amount_of_letters,average_amount_of_syllables,abcde,middle,vwxyz,vowel_to_length_ratio,most repetitions,spelling_errors,is_short_name,sound,Englishness,length
UCLOUDLINK GROUP INC,ucloudlink,10.0,3.0,0,1,0,0.4,2,1.0,1,u240,24.04639663267042,10
VERIFYME INC,verifyme,8.0,3.0,0,0,1,0.5,2,1.0,1,v060,11.353086807449165,8
DUN & BRADSTREET HOLDINGS INC,dun bradstreet,6.5,1.5,1,0,0,0.3076923076923077,2,0.0,1,b603,16.016677291184344,13
ACCOLADE INC,accolade,8.0,3.0,1,0,0,0.5,2,0.0,1,a204,9.442098447592809,8
LEMONADE INC,lemonade,8.0,3.0,0,1,0,0.5,2,0.0,1,l050,9.592221952846064,8
NKARTA INC,nkarta,6.0,2.0,0,1,0,0.3333333333333333,2,1.0,1,n206,19.264228137252115,6
GOHEALTH INC,gohealth,8.0,2.0,0,1,0,0.375,2,1.0,1,g043,14.409640027293763,8
RELAY THERAPEUTICS INC,relay therapeutics,8.5,3.0,0,1,0,0.4705882352941176,3,0.0,1,t060,19.352649546002382,17
WALGREEN CO,walgreen,8.0,2.0,0,0,1,0.375,2,0.0,1,w042,13.307594178082237,8
WALGREENS BOOTS ALLIANCE INC,walgreens boots alliance,7.333333333333333,2.0,0,0,1,0.4090909090909091,3,0.3333333333333333,0,w042,27.446822830513128,22
BROSS UTILITIES SERVICE CORP,bross utilities service,7.0,2.3333333333333335,1,0,0,0.4285714285714285,4,0.3333333333333333,0,u304,21.558674418223557,21
BERKELEY LIGHTS INC,berkeley lights,7.0,1.5,1,0,0,0.3571428571428571,3,0.0,1,b062,15.418495883047502,14
PHENOMEX INC,phenomex,8.0,3.0,0,1,0,0.375,2,1.0,1,p050,13.569233518898056,8
JAMF HOLDING CORP,jamf,4.0,1.0,0,1,0,0.25,1,1.0,1,j051,7.118554505551378,4
VERTEX INC,vertex,6.0,2.0,0,0,1,0.3333333333333333,2,0.0,1,v063,8.12903859485379,6
ABERDEEN STD GLOBAL INFRA INC FD,aberdeen std global infra fd,4.8,1.8,1,0,0,0.3333333333333333,3,0.0,0,a106,31.16133240090988,24
ABRDN GLOBAL INFRA INCOME FUND,abrdn global infra income,5.5,1.75,1,0,0,0.3636363636363636,3,0.25,0,g401,24.14680478198616,22
BROTHER INTERNATIONAL CORP,brother international,10.0,3.5,1,0,0,0.4,3,0.0,1,i530,13.683950942905236,20
BROOKFIELD RENEWABLE CORP,brookfield renewable,9.5,3.0,1,0,0,0.4210526315789473,4,0.0,1,b602,25.349136014715462,19
BROOKFIELD RENEWABLE CORP NEW,brookfield renewable new,7.333333333333333,2.3333333333333335,1,0,0,0.4090909090909091,5,0.0,0,b602,25.27796700933743,22
1847 GOEDEKER INC,goedeker,8.0,3.0,0,1,0,0.5,3,1.0,1,g030,14.38148813547918,8
POLISHED COM INC,polished com,5.5,1.5,0,1,0,0.3636363636363636,2,0.0,1,p040,1.4514959137125958,11
FOLEY TRASIMENE ACQ CORP,foley trasimene acq,5.666666666666667,2.0,0,1,0,0.4705882352941176,3,0.3333333333333333,0,t602,13.703759468933576,17
LIGHTNING EMOTORS INC,lightning emotors,8.0,2.5,0,1,0,0.3125,2,0.5,1,l020,17.772560229362355,16
INTEGRA RESOURCES CORP,integra resources,8.0,3.0,0,1,0,0.4375,3,0.5,1,r020,20.971934592973938,16
BROUGHAM INDUSTRIES INC,brougham industries,9.0,2.5,1,0,0,0.3888888888888889,2,0.0,1,i530,24.451882396548022,18
LONGVIEW ACQUISITION CORP,longview acquisition,9.5,3.0,0,1,0,0.4736842105263157,4,0.0,1,a202,30.687191016466706,19
BUTTERFLY NETWORK INC,butterfly network,8.0,2.5,1,0,0,0.3125,3,0.0,1,b030,16.933715861401435,16
MONTROSE ENVIRONMENTAL GROUP INC,montrose environmental,10.5,3.5,0,1,0,0.3809523809523809,4,0.0,1,e510,27.564821026984617,21
NATIONAL CASH REGISTER CO,national cash register,6.666666666666667,2.3333333333333335,0,1,0,0.4,3,0.0,0,n030,6.5112495791727385,20
JAWS ACQUISITION CORP,jaws acquisition,7.5,2.5,0,1,0,0.4666666666666667,3,0.0,1,a202,14.200373546965704,15
CANO HEALTH INC,cano health,5.0,1.5,1,0,0,0.4,2,0.5,1,h043,7.459975227674943,10
ALLOVIR INC,allovir,7.0,3.0,1,0,0,0.4285714285714285,2,1.0,1,a401,9.219017009281522,7
