original_name,company_name,average_amount_of_letters,average_amount_of_syllables,abcde,middle,vwxyz,vowel_to_length_ratio,most repetitions,spelling_errors,is_short_name,sound,Englishness,length
ROCKY MOUNTAIN CHOCOLATE FAC INC,rocky mountain chocolate fac,6.25,1.75,0,1,0,0.44,4,0.0,0,c020,17.10218599992051,25
ROCKY MOUNTAIN CHOC FAC INC NEW,rocky mountain choc fac new,4.6,1.4,0,1,0,0.391304347826087,4,0.0,0,m053,11.105567901698729,23
OLIVERS STORES INC,olivers stores,6.5,2.0,0,1,0,0.3846153846153846,3,0.5,1,o401,10.97964113059586,13
COMMERCIAL PROGRAMMING UNLMTD,commercial programming unlmtd,9.0,2.3333333333333335,1,0,0,0.2962962962962963,5,0.3333333333333333,0,p602,34.98632354693649,27
UNIVERSAL FRANCHISE OPPTYS CORP,universal franchise opptys,8.0,2.6666666666666665,0,1,0,0.375,3,0.3333333333333333,0,u501,32.19520354243563,24
TEXSTYRENE CORP,texstyrene,10.0,3.0,0,1,0,0.4,3,1.0,1,t023,21.25478386824811,10
ARIS CORP,aris,4.0,2.0,1,0,0,0.5,1,0.0,1,a602,-1.4193463657300742,4
LAMONTS CORP,lamonts,7.0,2.0,0,1,0,0.2857142857142857,1,1.0,1,l050,9.810430240556828,7
LAMONTS APPAREL INC,lamonts apparel,7.0,2.5,0,1,0,0.3571428571428571,3,0.5,1,l050,17.529150963814587,14
CENTURY COMMUNICATIONS CORP,century communications,10.5,4.0,1,0,0,0.4285714285714285,3,0.0,1,c050,23.609483739990655,21
AMERICAN BLDGS CO,american bldgs,6.5,2.5,1,0,0,0.3076923076923077,2,0.5,1,a506,22.41347415991533,13
