,original_name,company_name,average_amount_of_letters,average_amount_of_syllables,abcde,middle,vwxyz,vowel_to_length_ratio,most repetitions,spelling_errors,is_short_name,sound
23389,GIBRALTAR PACKAGING GROUP INC,gibraltar packaging,9.0,3.0,0,1,0,0.3333333333333333,4,0.0,1,g016
23390,POLYMEDICA INDUSTRIES INC,polymedica industries,10.0,4.0,0,1,0,0.45,3,0.5,1,p040
23391,POLYMEDICA CORP,polymedica,10.0,5.0,0,1,0,0.5,1,1.0,1,p040
23392,BIOTIME INC,biotime,7.0,2.0,1,0,0,0.5714285714285714,2,1.0,1,b030
23393,LINEAGE CELL THERAPEUTICS INC,lineage cell therapeutics,7.666666666666667,2.6666666666666665,0,1,0,0.43478260869565216,5,0.0,0,t060
23394,WORLDWIDE FOREST PORDUCTS INC,worldwide forest porducts,7.666666666666667,2.0,0,0,1,0.30434782608695654,3,0.3333333333333333,0,w064
23395,CELOX CORP,celox,5.0,2.0,1,0,0,0.4,1,1.0,1,c040
23396,CELOX LABORATORIES INC,celox laboratories,8.5,3.0,1,0,0,0.47058823529411764,3,0.5,1,l010
23397,BIOSYS,biosys,6.0,3.0,1,0,0,0.5,2,1.0,1,b020
23398,APPLIED LASER SYSTEMS,applied laser systems,6.333333333333333,2.0,1,0,0,0.3684210526315789,4,0.0,0,a140
23399,ADVANCED MACHINE VISION CORP,advanced machine vision,7.0,2.0,1,0,0,0.42857142857142855,3,0.0,0,a310
23400,FAR EAST NATIONAL BANK LA CA,far east national bank la ca,3.8333333333333335,1.3333333333333333,0,1,0,0.43478260869565216,7,0.0,0,n030
23401,DAY RUNNER INC,day runner,4.5,1.5,1,0,0,0.4444444444444444,2,0.0,1,r050
23402,PLAINS SPIRIT FINANCIAL CORP,plains spirit financial,7.0,2.0,0,1,0,0.38095238095238093,5,0.0,0,f050
23403,UNITED RETAIL GROUP INC,united retail,6.0,2.5,0,1,0,0.5,2,0.0,1,u503
23404,TROPICANA POOLS INC,tropicana pools,7.0,2.5,0,1,0,0.42857142857142855,3,0.0,1,t601
23405,LONE STAR STEAKHOUSE & SALOON IN,lone star steakhouse saloon in,5.2,1.4,0,1,0,0.46153846153846156,4,0.0,0,s302
23406,PET PRODUCTS INC,pet products,5.5,1.5,0,1,0,0.2727272727272727,2,0.0,1,p603
23407,CELLCOR INC,cellcor,7.0,2.0,1,0,0,0.2857142857142857,2,1.0,1,c042
23408,BACK BAY RESTAURANT GROUP INC,back bay restaurant,5.666666666666667,1.6666666666666667,1,0,0,0.4117647058823529,4,0.0,0,r023
23409,SIGNATURE BRANDS USA INC,signature brands usa,6.0,2.3333333333333335,0,1,0,0.3888888888888889,3,0.0,0,s025
23410,TROPIX TOGS INC,tropix togs,5.0,1.5,0,1,0,0.3,2,0.5,1,t601
23411,SCICLONE PHARMACEUTICALS INC,sciclone pharmaceuticals,11.5,4.0,0,1,0,0.391304347826087,4,0.5,1,p065
23412,FIRST WESTERN CORP,first western,6.0,1.5,0,1,0,0.25,2,0.0,1,w023
23413,EXPRESS AMERICA HLDG CORP,express america hldg,6.0,2.3333333333333335,1,0,0,0.3333333333333333,3,0.3333333333333333,0,e216
23414,PILGRIM AMERICA CAPITAL CORP,pilgrim america capital,7.0,3.0,0,1,0,0.42857142857142855,4,0.0,0,p042
23415,PILGRIM CAPITAL CORP,pilgrim capital,7.0,2.5,0,1,0,0.35714285714285715,3,0.0,1,p042
23416,SUMMIT CARE CORP,summit care,5.0,1.5,0,1,0,0.4,2,0.0,1,s050
23417,AMERICA ONLINE INC DEL,america online del,5.333333333333333,2.3333333333333335,1,0,0,0.5,3,0.0,0,a506
23418,TIME WARNER INC NEW,time warner new,4.333333333333333,1.3333333333333333,0,1,0,0.38461538461538464,3,0.0,0,w065
23419,CURAFLEX HEALTH SERVICES INC,curaflex health services,7.333333333333333,2.3333333333333335,1,0,0,0.36363636363636365,4,0.3333333333333333,0,c060
23420,FREDS INC,freds,5.0,1.0,0,1,0,0.2,1,1.0,1,f603
23421,LINCARE HOLDINGS INC,lincare,7.0,2.0,0,1,0,0.42857142857142855,1,1.0,1,l052
23422,SERVING SOFTWARE INC,serving software,7.5,2.0,0,1,0,0.3333333333333333,2,0.0,1,s013
23423,TELIOS PHARMACEUTICALS INC,telios pharmaceuticals,10.5,3.5,0,1,0,0.42857142857142855,3,0.5,1,p065
23424,TRICONEX CORP,triconex,8.0,3.0,0,1,0,0.375,1,1.0,1,t602
23425,BISYS GROUP INC,bisys,5.0,2.0,1,0,0,0.4,2,1.0,1,b020
23426,CHRONIMED INC,chronimed,9.0,3.0,1,0,0,0.3333333333333333,1,1.0,1,c060
23427,SCHULER HOMES INC,schuler homes,6.0,1.5,0,1,0,0.3333333333333333,2,0.0,1,s204
23428,UNITED POSTAL BANCORP INC,united postal bancorp,6.333333333333333,2.3333333333333335,0,1,0,0.3684210526315789,2,0.3333333333333333,0,b052
23429,WASTE PROCESSOR INDUSTRIES INC,waste processor industries,8.0,2.3333333333333335,0,0,1,0.375,5,0.0,0,i530
23430,ADVANTAGE BANCORP INC,advantage bancorp,8.0,2.5,1,0,0,0.375,4,0.5,1,a310
23431,COASTAL FINANCIAL CORP DEL,coastal financial del,6.333333333333333,2.0,1,0,0,0.42105263157894735,4,0.0,0,f050
23432,PROTOCOL SYSTEMS INC,protocol systems,7.5,2.5,0,1,0,0.3333333333333333,3,0.0,1,p603
23433,COASTAL BANC SAVINGS ASSN,coastal banc savings assn,5.5,1.5,1,0,0,0.3181818181818182,5,0.0,0,c023
23434,COASTAL BANCORP INC,coastal bancorp,7.0,2.0,1,0,0,0.35714285714285715,3,0.5,1,c023
23435,CYTOTHERAPEUTICS INC,cytotherapeutics,16.0,6.0,1,0,0,0.4375,3,1.0,1,c030
23436,STEMCELLS INC,stemcells,9.0,2.0,0,1,0,0.2222222222222222,2,1.0,1,s305
23437,MICROBOT MEDICAL INC,microbot medical,7.5,3.0,0,1,0,0.4,2,0.5,1,m026
23438,DAMARK INTERNATIONAL INC,damark international,9.5,3.5,1,0,0,0.42105263157894735,4,0.5,1,i530
23439,PROVELL INC,provell,7.0,2.0,0,1,0,0.2857142857142857,2,1.0,1,p601
23440,TROUND INTERNATIONAL INC,tround international,9.5,3.0,0,1,0,0.42105263157894735,4,0.5,1,i530
23441,SATELLITE TECHNOLOGY MGMNT INC,satellite technology mgmnt,8.0,2.6666666666666665,0,1,0,0.3333333333333333,4,0.3333333333333333,0,t020
23442,AVECOR CARDIOVASCULAR INC,avecor cardiovascular,10.0,4.5,1,0,0,0.45,4,0.5,1,c063
23443,WALKER INTERACTIVE SYSTEMS INC,walker interactive systems,8.0,2.6666666666666665,0,0,1,0.375,4,0.0,0,i530
23444,NATURAL EARTH TECHNOLOGIES INC,natural earth technologies,8.0,2.6666666666666665,0,1,0,0.4166666666666667,3,0.0,0,t020
23445,IONATRON INC,ionatron,8.0,3.0,0,1,0,0.5,2,1.0,1,i050
23446,APPLIED ENERGETICS INC,applied energetics,8.5,3.0,1,0,0,0.4117647058823529,4,0.0,1,e506
23447,KENDALL SQUARE RESEARCH CORP,kendall square research,7.0,1.6666666666666667,0,1,0,0.38095238095238093,4,0.0,0,r020
23448,VITAL LIVING PRODUCTS INC,vital living products,6.333333333333333,2.0,0,0,1,0.3157894736842105,3,0.0,0,p603
23449,ESKIMO PIE CORP,eskimo pie,4.5,2.0,1,0,0,0.5555555555555556,2,0.0,1,e205
23450,LONGHORN STEAKS INC,longhorn steaks,7.0,1.5,0,1,0,0.2857142857142857,2,0.0,1,l052
23451,RARE HOSPITALITY INTL INC,rare hospitality intl,6.333333333333333,2.3333333333333335,0,1,0,0.42105263157894735,3,0.0,0,h021
23452,RELIABLE FINANCIAL CORP,reliable financial,8.5,3.5,0,1,0,0.47058823529411764,3,0.0,1,f050
23453,SYBRON CHEMICAL INDUSTRIES INC,sybron chemical industries,8.0,2.6666666666666665,0,1,0,0.375,3,0.3333333333333333,0,i530
23454,SYBRON CHEMICALS INC,sybron chemicals,7.5,2.5,0,1,0,0.3333333333333333,2,0.5,1,c050
23455,XIRCOM INC,xircom,6.0,2.0,0,0,1,0.3333333333333333,1,1.0,1,x062
23456,FOODMAKER INC,foodmaker,9.0,3.0,0,1,0,0.4444444444444444,2,1.0,1,f035
23457,JACK IN THE BOX INC,jack in the box,3.0,1.0,0,1,0,0.3333333333333333,1,0.0,0,j020
23458,TOASTMASTER INC,toastmaster,11.0,3.0,0,1,0,0.36363636363636365,3,0.0,1,t023
23459,DUFF & PHELPS CORP,duff phelps,5.0,1.0,1,0,0,0.2,2,0.0,1,p041
23460,FIRST COMMONWEALTH FUND INC,first commonwealth,8.5,2.0,0,1,0,0.29411764705882354,2,0.0,1,c050
23461,ABERDEEN COMMONWEALTH INCOME FD,aberdeen commonwealth income fd,7.0,2.25,1,0,0,0.39285714285714285,5,0.0,0,c050
23462,ABERDEEN GLOBAL INCOME FD INC,aberdeen global income fd,5.5,2.0,1,0,0,0.4090909090909091,4,0.0,0,a106
23463,ABRDN GLOBAL INCOME FUND INC,abrdn global income,5.666666666666667,1.6666666666666667,1,0,0,0.35294117647058826,2,0.3333333333333333,0,g401
23464,PILGRIM PRIME RATE TRUST,pilgrim prime rate trust,5.25,1.25,0,1,0,0.3333333333333333,4,0.0,0,p042
23465,PILGRIM AMERICA PRIME RATE TRUST,pilgrim america prime rate trust,5.6,1.8,0,1,0,0.39285714285714285,5,0.0,0,p042
23466,PILGRIM PRIME RATE TRUST NEW,pilgrim prime rate trust new,4.8,1.2,0,1,0,0.3333333333333333,4,0.0,0,p042
23467,VOYA PRIME RATE TRUST,voya prime rate trust,4.5,1.0,0,0,1,0.4444444444444444,3,0.25,0,p605
23468,SABA CAPITAL INCOME & OPP FD,saba capital income opp fd,4.4,1.8,0,1,0,0.4090909090909091,4,0.0,0,c010
23469,VALASSIS COMMUNICATIONS INC,valassis communications,11.0,4.0,0,0,1,0.4090909090909091,4,0.5,1,c050
23470,FEDERATED DEPARTMENT STRS INC NE,federated department strs ne,6.25,2.25,0,1,0,0.32,6,0.25,0,d010
23471,FEDERATED DEPT STORES INC DEL,federated dept stores del,5.5,1.75,0,1,0,0.36363636363636365,6,0.0,0,f030
23472,MACYS INC,macys,5.0,2.0,0,1,0,0.4,1,1.0,1,m020
23473,TRUS JOIST CORP,trus joist,4.5,1.0,0,1,0,0.3333333333333333,2,0.5,1,j023
23474,FINOVA GROUP INC,finova,6.0,3.0,0,1,0,0.5,1,1.0,1,f050
23475,BURLINGTON INDUSTRIES EQUITY INC,burlington industries equity,8.666666666666666,3.0,1,0,0,0.4230769230769231,4,0.0,0,b064
23476,BURLINGTON INDUSTRIES INC NEW,burlington industries new,7.666666666666667,2.3333333333333335,1,0,0,0.34782608695652173,4,0.0,0,b064
23477,MUNIYIELD CALIFORNIA FUND INC,muniyield california,9.5,3.0,0,1,0,0.5263157894736842,4,0.5,1,c040
23478,BLACKROCK MUNIYIELD CA FUND INC,blackrock muniyield ca,6.666666666666667,1.6666666666666667,1,0,0,0.4,3,0.6666666666666666,0,b402
23479,MUNIYIELD FLORIDA FUND,muniyield florida,8.0,2.5,0,1,0,0.5,3,0.5,1,m050
23480,BLACKROCK MUNIYIELD FLORIDA FUND,blackrock muniyield florida,8.333333333333334,2.3333333333333335,1,0,0,0.4,3,0.6666666666666666,0,b402
23481,BLACKROCK MUNIYIELD INVESTMNT FD,blackrock muniyield investmnt fd,7.25,1.75,1,0,0,0.3103448275862069,3,0.75,0,b402
23482,MUNIYIELD MICHIGAN FUND INC,muniyield michigan,8.5,2.5,0,1,0,0.47058823529411764,4,0.5,1,m050
23483,MUNIYIELD MICH INSD FUND II INC,muniyield mich insd ii,4.75,1.25,0,1,0,0.47368421052631576,6,0.5,0,m050
23484,BLACKROCK MUNIYIELD MI INS FD II,blackrock muniyield mi ins fd ii,4.5,1.3333333333333333,1,0,0,0.4074074074074074,6,0.3333333333333333,0,b402
23485,BLACKROCK MUNIYLD MI QLTY FD II,blackrock muniyld mi qlty fd ii,4.333333333333333,1.3333333333333333,1,0,0,0.34615384615384615,4,0.5,0,b402
23486,MUNIYIELD NEW YORK INSURED FUND,muniyield new york insured,5.75,1.5,0,1,0,0.4782608695652174,3,0.25,0,m050
23487,BLACKROCK MUNIYIELD NY INSD FD,blackrock muniyield ny insd fd,5.2,1.4,1,0,0,0.34615384615384615,3,0.6,0,b402
23488,BLACKROCK MUNIYLD NY QLTY FD INC,blackrock muniyld ny qlty fd,4.8,1.4,1,0,0,0.2916666666666667,3,0.6,0,b402
23489,NUVEEN SELECT TAX FREE INC PORT,nuveen select tax free port,4.6,1.4,0,1,0,0.391304347826087,6,0.2,0,n010
23490,TRUST COMPANY GA ATLANTA,trust company ga atlanta,5.25,2.0,0,1,0,0.38095238095238093,5,0.0,0,c051
23491,CATALINA MARKETING CORP,catalina marketing,8.5,3.5,1,0,0,0.4117647058823529,4,0.0,1,m062
23492,COLTEC INDUSTRIES INC,coltec industries,8.0,2.5,1,0,0,0.375,2,0.5,1,i530
23493,LIBERTY TERM TRUST INC 1999,liberty term trust,5.333333333333333,1.6666666666666667,0,1,0,0.3125,4,0.0,0,l010
23494,GLACIER WATER SERVICES INC,glacier water services,6.666666666666667,2.3333333333333335,0,1,0,0.4,4,0.0,0,s061
23495,CHICAGO & NORTH WESTERN HLDGS CP,chicago north western hldgs cp,5.2,1.6,1,0,0,0.23076923076923078,3,0.2,0,c020
23496,CHICAGO & NORTH WESTERN TRANS CO,chicago north western trans,6.0,1.75,1,0,0,0.2916666666666667,3,0.0,0,c020
23497,NUTRITION MANAGEMENT SERVICES CO,nutrition management services,9.0,3.0,0,1,0,0.4074074074074074,4,0.0,0,m050
23498,BRAUNS FASHIONS CORP,brauns fashions,7.0,1.5,1,0,0,0.35714285714285715,3,0.5,1,f020
23499,CHRISTOPHER AND BANKS CORP,christopher and banks,6.333333333333333,1.6666666666666667,1,0,0,0.2631578947368421,2,0.0,0,c060
23500,AUDRE RECOGNITION SYSTEMS INC,audre recognition systems,7.666666666666667,2.3333333333333335,1,0,0,0.43478260869565216,3,0.0,0,r020
23501,EL PASO ENERGY CORP DEL,el paso energy del,3.75,1.75,1,0,0,0.4666666666666667,4,0.0,0,e506
23502,DIGITRAN SYSTEMS INC,digitran systems,7.5,2.5,1,0,0,0.3333333333333333,3,0.5,1,d020
23503,INTERTEL COMMUNICATIONS INC,intertel communications,11.0,4.0,0,1,0,0.4090909090909091,3,0.5,1,c050
23504,INTELCOM GROUP INC,intelcom,8.0,3.0,0,1,0,0.375,1,1.0,1,i530
23505,PROFESSIONAL DENTAL TECHNOLOGIES,professional dental technologies,10.0,3.3333333333333335,0,1,0,0.4,4,0.0,0,p601
23506,UNIQUE MOBILITY INC,unique mobility,7.0,3.0,0,1,0,0.5714285714285714,3,0.0,1,m010
23507,TOPOX INC,topox,5.0,2.0,0,1,0,0.4,2,1.0,1,t010
23508,SUPRA MEDICAL CORP,supra medical,6.0,2.5,0,1,0,0.4166666666666667,2,0.0,1,m030
23509,NORTHERN INSTRUMENTS CORP,northern instruments,9.5,2.5,0,1,0,0.2631578947368421,4,0.0,1,i523
23510,NORTHERN TECHNOLOGIES INTL CORP,northern technologies intl,8.0,2.3333333333333335,0,1,0,0.3333333333333333,4,0.0,0,t020
23511,BRAZILIAN EQUITY FUND INC,brazilian equity,7.5,3.0,1,0,0,0.5333333333333333,3,0.0,1,b602
23512,TRUSTCOMPANY BANCORPORATION,trustcompany bancorporation,13.0,4.5,0,1,0,0.38461538461538464,4,1.0,1,b052
23513,NORTH AMERICAN RECYCLING SYS INC,north american recycling sys,6.25,2.5,0,1,0,0.36,3,0.25,0,r020
23514,PRINTRON,printron,8.0,2.0,0,1,0,0.25,2,1.0,1,p605
23515,ALBANK FINANCIAL CORP,albank financial,7.5,2.5,1,0,0,0.4,4,0.5,1,f050
23516,CAPITOL MULTIMEDIA INC,capitol multimedia,8.5,4.0,1,0,0,0.47058823529411764,3,0.0,1,m043
23517,CELERITY SOLUTIONS INC,celerity solutions,8.5,3.5,1,0,0,0.47058823529411764,2,0.0,1,s040
23518,MOHAWK INDUSTRIES INC,mohawk industries,8.0,2.5,0,1,0,0.375,2,0.0,1,i530
23519,SERAGEN INC,seragen,7.0,3.0,0,1,0,0.42857142857142855,2,1.0,1,s060
23520,TRUST MORTGAGE CORP,trust mortgage,6.5,1.5,0,1,0,0.3076923076923077,3,0.0,1,m063
23521,CHIPSOFT INC,chipsoft,8.0,2.0,1,0,0,0.25,1,1.0,1,c012
23522,DOLCO PACKAGING CORP,dolco packaging,7.0,2.5,1,0,0,0.35714285714285715,2,0.5,1,p020
23523,CORNERSTONE BUILDING BRANDS INC,cornerstone building brands,8.333333333333334,2.0,1,0,0,0.32,4,0.0,0,c065
23524,POMEROY COMPUTER RESOURCES INC,pomeroy computer resources,8.0,3.0,0,1,0,0.4583333333333333,4,0.0,0,r020
23525,OMEGA FINANCIAL CORP,omega financial,7.0,3.0,0,1,0,0.5,3,0.0,1,f050
23526,VIDEOTELECOM CORP,videotelecom,12.0,5.0,0,0,1,0.5,3,1.0,1,v030
23527,VTEL CORP,vtel,4.0,1.0,0,0,1,0.25,1,1.0,1,v304
23528,FORGENT NETWORKS INC,forgent networks,7.5,2.0,0,1,0,0.26666666666666666,2,0.5,1,n030
23529,ASURE SOFTWARE INC,asure software,6.5,2.0,1,0,0,0.46153846153846156,2,0.5,1,s013
23530,HERITAGE FEDERAL BANCSHARES INC,heritage federal bancshares,8.333333333333334,2.6666666666666665,0,1,0,0.4,5,0.3333333333333333,0,b052
23531,BELL SPORTS CORP,bell sports,5.0,1.0,1,0,0,0.2,2,0.0,1,s106
23532,SIMULA INC,simula,6.0,3.0,0,1,0,0.5,1,0.0,1,s050
23533,ADESA CORP,adesa,5.0,3.0,1,0,0,0.6,2,1.0,1,a302
23534,AFFINITY BIOTECH INC,affinity biotech,7.5,3.5,1,0,0,0.4666666666666667,3,0.0,1,a105
23535,IBAH INC,ibah,4.0,2.0,0,1,0,0.5,1,1.0,1,i100
23536,MACGREGOR SPORTS & FITNESS INC,macgregor sports fitness,7.333333333333333,2.0,0,1,0,0.2727272727272727,4,0.0,0,m026
23537,INTRANET SOLUTIONS INC,intranet solutions,8.5,3.0,0,1,0,0.4117647058823529,3,0.0,1,s040
23538,INTRANET SOLUTIONS INC NEW,intranet solutions new,6.666666666666667,2.3333333333333335,0,1,0,0.4,4,0.0,0,s040
23539,STELLENT INC,stellent,8.0,2.0,0,1,0,0.25,2,1.0,1,s304
23540,BELDEN & BLAKE CORP,belden blake,5.5,1.5,1,0,0,0.36363636363636365,3,0.0,1,b043
23541,KOPIN CORP,kopin,5.0,2.0,0,1,0,0.4,1,1.0,1,k010
23542,MENS WEARHOUSE INC,mens wearhouse,6.5,1.5,0,1,0,0.46153846153846156,3,0.5,1,w060
23543,TAILORED BRANDS INC,tailored brands,7.0,1.5,0,1,0,0.35714285714285715,2,0.0,1,t040
23544,OPTION CARE INC,option care,5.0,1.5,0,1,0,0.5,2,0.0,1,o130
23545,PRINCETON DENTAL MANAGEMENT CORP,princeton dental management,8.333333333333334,2.3333333333333335,0,1,0,0.36,5,0.0,0,m050
23546,TRUSTCO BANK CORP NY,trustco bank ny,4.333333333333333,1.3333333333333333,0,1,0,0.3076923076923077,2,0.3333333333333333,0,t602
23547,CHROMCRAFT REVINGTON INC,chromcraft revington,9.5,2.5,1,0,0,0.2631578947368421,3,1.0,1,c060
23548,FIRST MORTGAGE CORP,first mortgage,6.5,1.5,0,1,0,0.3076923076923077,2,0.0,1,m063
23549,WORTHINGTON FOODS INC,worthington foods,8.0,2.0,0,0,1,0.3125,4,0.0,1,w063
23550,CLINICOM INC,clinicom,8.0,3.0,1,0,0,0.375,2,1.0,1,c405
23551,GRACECARE HEALTH SYSTEMS INC,gracecare health systems,7.333333333333333,2.0,0,1,0,0.36363636363636365,4,0.3333333333333333,0,g602
23552,IATROS HEALTH NETWORK INC,iatros health network,6.333333333333333,1.6666666666666667,0,1,0,0.3684210526315789,3,0.3333333333333333,0,n030
23553,PEOPLES HOLDING CO,peoples,7.0,2.0,0,1,0,0.42857142857142855,2,0.0,1,p014
23554,RENASANT CORP,renasant,8.0,3.0,0,1,0,0.375,2,1.0,1,r050
23555,TUCKER DRILLING INC,tucker drilling,7.0,2.0,0,1,0,0.2857142857142857,2,0.0,1,d604
23556,SPORTSTOWN INC,sportstown,10.0,2.0,0,1,0,0.2,2,1.0,1,s106
23557,STEIN MART INC,stein mart,4.5,1.0,0,1,0,0.3333333333333333,2,0.0,1,s305
23558,SOFTWARE ETC STORES INC,software etc stores,5.666666666666667,2.3333333333333335,0,1,0,0.35294117647058826,3,0.0,0,s013
23559,NEOSTAR RETAIL GROUP INC,neostar retail,6.5,2.0,0,1,0,0.46153846153846156,2,0.5,1,n023
23560,YOUNKERS INC,younkers,8.0,2.0,0,0,1,0.5,1,0.0,1,y052
23561,MORNINGSTAR GROUP INC,morningstar,11.0,3.0,0,1,0,0.2727272727272727,2,0.0,1,m065
23562,BEN FRANKLIN RETAIL STORES INC,ben franklin retail stores,5.75,1.5,1,0,0,0.34782608695652173,3,0.0,0,f605
23563,NATURAL CHILD CARE INC,natural child care,5.333333333333333,1.6666666666666667,0,1,0,0.375,3,0.0,0,n030
23564,WINNERS ALL INTERNATIONAL INC,winners all international,7.666666666666667,2.6666666666666665,0,0,1,0.391304347826087,5,0.0,0,i530
23565,LEARNING CO,learning,8.0,2.0,0,1,0,0.375,2,0.0,1,l065
23566,PREMIERE RADIO NETWORKS INC,premiere radio networks,7.0,2.3333333333333335,0,1,0,0.42857142857142855,4,0.0,0,p605
23567,PREMIERE RADIO NETWORKS INC DEL,premiere radio networks del,6.0,2.0,0,1,0,0.4166666666666667,5,0.0,0,p605
23568,SOLO SERVE CORP,solo serve,4.5,1.5,0,1,0,0.4444444444444444,2,0.0,1,s061
23569,GALEY & LORD INC,galey lord,4.5,1.5,0,1,0,0.4444444444444444,2,0.0,1,g040
23570,INTERMEDIA COMMUNICATIONS FL INC,intermedia communications fl,8.666666666666666,3.6666666666666665,0,1,0,0.4230769230769231,4,0.0,0,c050
23571,INTERMEDIA COMMUNICATIONS INC,intermedia communications,12.0,5.0,0,1,0,0.4583333333333333,4,0.0,1,c050
23572,ON THE BORDER CAFES INC,on the border cafes,4.0,1.5,0,1,0,0.375,3,0.0,0,b063
23573,CAPITAL RE CORP,capital re,4.5,2.0,1,0,0,0.4444444444444444,2,0.0,1,c010
23574,EMPRESAS ICA SOCIEDAD CONTROL SA,empresas ica sociedad control,6.5,2.5,1,0,0,0.4230769230769231,3,0.5,0,e516
23575,FIRST DATA CORP,first data,4.5,1.5,0,1,0,0.3333333333333333,2,0.0,1,f062
23576,WASTE MANAGEMENT INTL PLC,waste management intl,6.333333333333333,1.6666666666666667,0,0,1,0.3684210526315789,3,0.0,0,m050
23577,MUNIYIELD INSURED FUND INC,muniyield insured,8.0,2.0,0,1,0,0.5,3,0.5,1,m050
23578,BLACKROCK MUNIYIELD INSURED FD,blackrock muniyield insured fd,6.75,1.75,1,0,0,0.37037037037037035,3,0.5,0,b402
23579,BLACKROCK MUNIYLD QLTY FD III,blackrock muniyld qlty fd iii,5.0,1.4,1,0,0,0.36,4,0.6,0,b402
23580,BLACKSTONE INVESTMENT QTY TM TR,blackstone investment qty tm tr,5.4,1.6,1,0,0,0.25925925925925924,6,0.0,0,b402
23581,BLACKROCK INVEST QLTY TM TR INC,blackrock invest qlty tm tr,4.6,1.4,1,0,0,0.21739130434782608,4,0.4,0,b402
23582,INTERNATIONAL FAMILY ENTMT INC,international family entmt,8.0,3.0,0,1,0,0.4166666666666667,4,0.3333333333333333,0,i530
23583,TURF PARADISE INC,turf paradise,6.0,2.0,0,1,0,0.4166666666666667,2,0.0,1,p060
23584,MINNESOTA MUNICIPAL TERM TRUST 2,minnesota municipal term trust,6.75,2.5,0,1,0,0.37037037037037035,4,0.0,0,m050
23585,VOYAGEUR MN MUNI INCOME FD INC,voyageur mn muni income fd,4.4,1.6,0,0,1,0.45454545454545453,3,0.0,0,v020
23586,DELAWARE INVTS MINN MUN INC,delaware invts minn mun,5.0,1.5,1,0,0,0.35,4,0.25,0,d040
23587,BOX ENERGY CORP,box energy,4.5,2.0,1,0,0,0.4444444444444444,2,0.0,1,e506
23588,REMINGTON OIL & GAS CORP,remington oil gas,5.0,1.6666666666666667,0,1,0,0.4,2,0.0,0,r050
23589,VITRO SOCIEDAD ANONIMA,vitro sociedad anonima,6.666666666666667,3.0,0,0,1,0.5,3,0.6666666666666666,0,s020
23590,CANSTAR SPORTS INC,canstar sports,6.5,1.5,1,0,0,0.23076923076923078,3,0.5,1,c052
23591,GUNNAR GOLD INC,gunnar gold,5.0,1.5,0,1,0,0.3,2,0.0,1,g050
23592,GUNNAR GOLD MINING CORP,gunnar gold mining,5.333333333333333,1.6666666666666667,0,1,0,0.3125,4,0.0,0,g050
23593,AMERICAN TRANSP TV NETWK INC,american transp tv netwk,5.25,2.0,1,0,0,0.2857142857142857,3,0.25,0,a506
23594,GOLDEN NORTH RESOURCE CORP,golden north resource,6.333333333333333,1.6666666666666667,0,1,0,0.3684210526315789,3,0.0,0,r020
23595,CAP RX LTD,cap rx,2.5,1.0,1,0,0,0.2,1,0.0,1,c010
23596,AUTOLEND GROUP INC,autolend,8.0,3.0,1,0,0,0.5,1,1.0,1,a030
23597,IMUTEC CORP,imutec,6.0,3.0,0,1,0,0.5,1,1.0,1,i503
23598,IMUTEC PHARMA INC,imutec pharma,6.0,2.5,0,1,0,0.4166666666666667,2,1.0,1,i503
23599,LORUS THERAPEUTICS INC,lorus therapeutics,8.5,3.0,0,1,0,0.4117647058823529,2,0.0,1,t060
23600,LORUS THERAPEUTICS INC NEW,lorus therapeutics new,6.666666666666667,2.3333333333333335,0,1,0,0.4,3,0.0,0,t060
23601,APTOSE BIOSCIENCES INC,aptose biosciences,8.5,3.5,1,0,0,0.47058823529411764,3,0.5,1,b020
23602,TASEKO MINES LTD,taseko mines,5.5,2.0,0,1,0,0.45454545454545453,2,0.5,1,t020
23603,UNILENS OPTICAL CORP,unilens optical,7.0,3.0,0,1,0,0.42857142857142855,2,0.5,1,u504
23604,UNILENS VISION INC,unilens vision,6.5,2.5,0,1,0,0.46153846153846156,3,0.5,1,u504
23605,METRICOM INC,metricom,8.0,3.0,0,1,0,0.375,2,1.0,1,m036
23606,TEKLA LIFE SCIENCES INVESTORS,tekla life sciences investors,6.5,2.25,0,1,0,0.38461538461538464,5,0.0,0,i510
23607,ABRDN LIFE SCIENCES INVESTORS,abrdn life sciences investors,6.5,2.0,1,0,0,0.34615384615384615,4,0.25,0,i510
23608,ADVANTA CORP,advanta,7.0,3.0,1,0,0,0.42857142857142855,3,1.0,1,a310
23609,LIDA INC,lida,4.0,2.0,0,1,0,0.5,1,0.0,1,l030
23610,TWENTY FIRST CENTURY ENVELOPE,twenty first century envelope,6.5,2.25,0,1,0,0.38461538461538464,5,0.0,0,e510
23611,SYBRON INTERNATIONAL CORP,sybron international,9.5,3.5,0,1,0,0.42105263157894735,4,0.5,1,i530
23612,APOGENT TECHNOLOGIES INC,apogent technologies,9.5,3.5,1,0,0,0.42105263157894735,3,0.5,1,t020
23613,LUKENS MEDICAL CORP,lukens medical,6.5,2.5,0,1,0,0.38461538461538464,2,0.5,1,m030
23614,STAC ELECTRONICS,stac electronics,7.5,2.5,0,1,0,0.3333333333333333,3,0.5,1,e402
23615,STAC INC,stac,4.0,1.0,0,1,0,0.25,1,1.0,1,s302
23616,STAC SOFTWARE INC,stac software,6.0,1.5,0,1,0,0.3333333333333333,2,0.5,1,s013
23617,PREVIO INC,previo,6.0,2.0,0,1,0,0.5,1,1.0,1,p601
