,original_name,company_name,average_amount_of_letters,average_amount_of_syllables,abcde,middle,vwxyz,vowel_to_length_ratio,most repetitions,spelling_errors,is_short_name,sound
1460,CHRYSLER CORP,chrysler,8.0,2.0,1,0,0,0.25,2,0.0,1,c060
1461,VALLEY CAPITAL CORP,valley capital,6.5,2.5,0,0,1,0.46153846153846156,3,0.0,1,c010
1462,ELMERS RESTAURANTS INC,elmers restaurants,8.5,2.5,1,0,0,0.35294117647058826,3,0.5,1,r023
1463,FIRST HOME SVGS BK SLA PENNSVLLE,first home svgs bk sla pennsvlle,4.5,1.0,0,1,0,0.2222222222222222,5,0.16666666666666666,0,p052
1464,FIRST HOME BANCORP INC,first home bancorp,5.333333333333333,1.3333333333333333,0,1,0,0.3125,2,0.3333333333333333,0,b052
1465,REXWORKS INC,rexworks,8.0,2.0,0,1,0,0.25,2,1.0,1,r020
1466,SOUTHSTATE BANK SAVINGS MA,southstate bank savings ma,5.75,1.5,0,1,0,0.34782608695652173,4,0.25,0,s030
1467,CATO CORP NEW,cato new,3.5,1.5,1,0,0,0.42857142857142855,1,0.0,1,c030
1468,FIRST FINL SVGS ASSN FA CINCIN,first finl svgs assn fa cincin,4.166666666666667,1.1666666666666667,0,1,0,0.24,5,0.3333333333333333,0,c052
1469,FIRST SAVINGS BANCORP,first savings bancorp,6.333333333333333,1.6666666666666667,0,1,0,0.2631578947368421,3,0.3333333333333333,0,s010
1470,GERMANTOWN SAVINGS BANK BALA PA,germantown savings bank bala pa,5.4,1.8,0,1,0,0.3333333333333333,6,0.0,0,g065
1471,EMPIRE INSURANCE CO NEW,empire insurance new,6.0,2.3333333333333335,1,0,0,0.4444444444444444,4,0.0,0,i520
1472,UNITED SERVICES SOURCE INC,united services source,6.666666666666667,2.3333333333333335,0,1,0,0.45,4,0.0,0,s061
1473,TRANSPIRATOR TECHNOLOGIES INC,transpirator technologies,12.0,4.0,0,1,0,0.375,3,0.5,1,t605
1474,PROSPECT PARK FINANCIAL CORP,prospect park financial,7.0,2.0,0,1,0,0.3333333333333333,3,0.0,0,f050
1475,DIXIE NATIONAL CORP,dixie national,6.5,2.5,1,0,0,0.5384615384615384,3,0.0,1,n030
1476,ETHIKA CORP,ethika,6.0,3.0,1,0,0,0.5,1,1.0,1,e302
1477,REPRO MED SYSTEMS INC,repro med systems,5.0,1.6666666666666667,0,1,0,0.3333333333333333,3,0.0,0,s023
1478,KORU MEDICAL SYSTEMS INC,koru medical systems,6.0,2.3333333333333335,0,1,0,0.3888888888888889,3,0.3333333333333333,0,m030
1479,DIVERSCO INC,diversco,8.0,3.0,1,0,0,0.375,1,1.0,1,d010
1480,DAVOX CORP,davox,5.0,2.0,1,0,0,0.4,1,1.0,1,d010
1481,CONCERTO SOFTWARE INC,concerto software,8.0,2.5,1,0,0,0.375,3,0.0,1,c052
1482,SHARPER IMAGE CORP,sharper image,6.0,2.0,0,1,0,0.4166666666666667,2,0.0,1,s061
1483,AGRICULTURAL & INDL DEV INC,agricultural indl dev,6.333333333333333,2.3333333333333335,1,0,0,0.3684210526315789,3,0.3333333333333333,0,a260
1484,BEAUTY LABS INC,beauty labs,5.0,1.5,1,0,0,0.5,2,0.0,1,b030
1485,INTERNATIONAL TELECHARGE INC,international telecharge,11.5,4.0,0,1,0,0.43478260869565216,4,0.5,1,i530
1486,SEQUENT COMPUTER SYSTEMS INC,sequent computer systems,7.333333333333333,2.3333333333333335,0,1,0,0.36363636363636365,4,0.0,0,c051
1487,OAK TREE CONSTRUCTION COMPTS INC,oak tree construction compts,6.25,1.5,0,1,0,0.36,4,0.0,0,c052
1488,FIRST BANCORP NC,first bancorp nc,4.666666666666667,1.3333333333333333,0,1,0,0.21428571428571427,2,0.3333333333333333,0,b052
1489,WASHINGTON FEDERAL SAVINGS BK OR,washington federal savings bk or,5.6,2.0,0,0,1,0.32142857142857145,3,0.0,0,w020
1490,ALCO PRODUCTS INC,alco products,6.0,2.0,1,0,0,0.3333333333333333,2,0.0,1,p603
1491,CITADEL INDUSTRIES INC,citadel industries,8.5,3.0,1,0,0,0.4117647058823529,3,0.0,1,i530
1492,AIR CALIFORNIA INC,air california,6.5,2.5,1,0,0,0.5384615384615384,3,0.0,1,c040
1493,TACHTRONIC INSTRUMENTS INC,tachtronic instruments,10.5,3.0,0,1,0,0.2857142857142857,4,0.5,1,i523
1494,NATIONAL LOAN BANK HOUSTON TX,national loan bank houston tx,5.0,1.6,0,1,0,0.4,5,0.0,0,n030
1495,MICHAEL FOODS INC,michael foods,6.0,1.5,0,1,0,0.4166666666666667,2,0.0,1,m020
1496,IMMUCELL CORP,immucell,8.0,3.0,0,1,0,0.375,2,1.0,1,i502
1497,WESBANCO INC,wesbanco,8.0,3.0,0,0,1,0.375,1,1.0,1,w021
1498,ENVIROSAFE SERVICES INC,envirosafe services,9.0,3.5,1,0,0,0.4444444444444444,4,0.5,1,e510
1499,CLUETT PEABODY & CO INC,cluett peabody,6.5,2.5,1,0,0,0.46153846153846156,2,0.5,1,p010
1500,AIR CARGO EQUIP CORP,air cargo equip,4.333333333333333,1.6666666666666667,1,0,0,0.5384615384615384,2,0.0,0,c062
1501,WETTERAU PROPERTIES INC,wetterau properties,9.0,3.0,0,0,1,0.4444444444444444,4,0.5,1,p601
1502,HIGH RESOLUTION SCIENCES INC,high resolution sciences,7.333333333333333,2.6666666666666665,0,1,0,0.4090909090909091,3,0.0,0,r020
1503,FAYETTE FEDERAL SAVINGS BANK,fayette federal savings bank,6.25,2.0,0,1,0,0.4,4,0.0,0,f030
1504,BANK OF SOUTHINGTON CT,bank of southington ct,4.75,1.5,1,0,0,0.3157894736842105,3,0.0,0,s030
1505,BANK OF SOUTHINGTON,bank of southington,5.666666666666667,1.6666666666666667,1,0,0,0.35294117647058826,3,0.0,0,s030
1506,MALIBU CAPITAL CORP,malibu capital,6.5,3.0,0,1,0,0.46153846153846156,3,0.0,1,c010
1507,TONS OF TOYS INC,tons of toys,3.3333333333333335,1.0,0,1,0,0.4,3,0.0,0,t052
1508,FIRST NATIONAL BANK MT CLEMENS,first national bank mt clemens,5.2,1.6,0,1,0,0.3076923076923077,4,0.0,0,n030
1509,FIRST NATIONAL BANK CORP MI,first national bank mi,4.75,1.5,0,1,0,0.3684210526315789,3,0.0,0,n030
1510,COMMUNITY SAVINGS BK BRISTOL CT,community savings bk bristol ct,5.4,2.0,1,0,0,0.2962962962962963,3,0.0,0,c050
1511,EMPIRE SAVINGS & LN ASSN HAMM NJ,empire savings ln assn hamm nj,4.166666666666667,1.5,1,0,0,0.28,4,0.0,0,s010
1512,EMPIRE SAVINGS BK SLA HAMM NJ,empire savings bk sla hamm nj,4.0,1.5,1,0,0,0.2916666666666667,3,0.0,0,s010
1513,EMPIRE FINANCIAL CORP NJ,empire financial nj,5.666666666666667,2.3333333333333335,1,0,0,0.4117647058823529,3,0.0,0,f050
1514,PRECISION STANDARD INC,precision standard,8.5,2.5,0,1,0,0.35294117647058826,2,0.0,1,p602
1515,PEMCO AVIATION GROUP INC,pemco aviation,6.5,3.0,0,1,0,0.5384615384615384,2,0.5,1,a103
1516,ALABAMA AIRCRAFT INDUSTRIES INC,alabama aircraft industries,8.333333333333334,3.0,1,0,0,0.44,6,0.0,0,i530
1517,COCA COLA CO,coca cola,4.0,2.0,1,0,0,0.5,3,0.0,1,c020
1518,AIR CHAPARRAL INC,air chaparral,6.0,2.0,1,0,0,0.4166666666666667,4,0.0,1,c010
1519,FIREPLACE MANUFACTURERS INC,fireplace manufacturers,11.0,4.0,0,1,0,0.4090909090909091,3,0.0,1,m050
1520,SURGIDYNE INC,surgidyne,9.0,3.0,0,1,0,0.4444444444444444,1,1.0,1,s062
1521,CIATTIS INC,ciattis,7.0,2.0,1,0,0,0.42857142857142855,2,1.0,1,c030
1522,STAR CLASSICS INC,star classics,6.0,1.5,0,1,0,0.25,4,0.0,1,c402
1523,STARMARK INC,starmark,8.0,2.0,0,1,0,0.25,2,1.0,1,s306
1524,BABYSTAR INC,babystar,8.0,3.0,1,0,0,0.375,2,1.0,1,b010
1525,DATATREND SERVICES INC,datatrend services,8.5,3.0,1,0,0,0.35294117647058826,3,0.5,1,d030
1526,OSBORN COMMUNICATIONS CORP,osborn communications,10.0,3.5,0,1,0,0.4,4,0.0,1,c050
1527,FARMSTEAD TELEPHONE GROUP INC,farmstead telephone,9.0,2.5,0,1,0,0.3888888888888889,4,0.0,1,f065
1528,CENTREE CORP,centree,7.0,1.0,1,0,0,0.42857142857142855,3,1.0,1,c053
1529,AIR FLORIDA SYSTEMS INC,air florida systems,5.666666666666667,2.0,1,0,0,0.4117647058823529,3,0.0,0,f406
1530,BANDO MCGLOCKLIN CAP CORP,bando mcglocklin cap,6.0,2.0,1,0,0,0.2777777777777778,3,0.3333333333333333,0,m240
1531,MIDDLETON DOLL CO,middleton doll,6.5,2.0,0,1,0,0.3076923076923077,3,0.0,1,m034
1532,ENGLISH GREENHOUSE PRODUCTS CORP,english greenhouse products,8.333333333333334,2.0,1,0,0,0.36,4,0.0,0,g605
1533,PEOPLES SAVINGS BANK FSB MI,peoples savings bank fsb mi,4.6,1.4,0,1,0,0.30434782608695654,4,0.2,0,p014
1534,WASHINGTON FEDERAL SAVINGS BK WA,washington federal savings bk wa,5.6,2.0,0,0,1,0.32142857142857145,4,0.0,0,w020
1535,1ST WASHINGTON BANCORP INC,st washington bancorp,6.333333333333333,2.0,0,1,0,0.2631578947368421,3,0.3333333333333333,0,w020
1536,RARITAN BANCORP INC DE,raritan bancorp de,5.333333333333333,2.0,0,1,0,0.375,3,0.3333333333333333,0,r060
1537,WASHINGTON BANCORP INC,washington bancorp,8.5,2.5,0,0,1,0.29411764705882354,3,0.5,1,w020
1538,MANAGEMENT TECHNOLOGIES INC,management technologies,11.0,3.5,0,1,0,0.4090909090909091,4,0.0,1,t020
1539,CUMBERLAND FEDERAL SAVINGS BANK,cumberland federal savings bank,7.0,2.25,1,0,0,0.32142857142857145,4,0.0,0,c051
1540,CUMBERLAND FEDERAL BANCORP INC,cumberland federal bancorp,8.0,2.6666666666666665,1,0,0,0.3333333333333333,3,0.3333333333333333,0,c051
1541,COHASSET SAVING BANK MA,cohasset saving bank ma,5.0,1.75,1,0,0,0.35,4,0.0,0,c020
1542,BOYS MARKET INC,boys market,5.0,1.5,1,0,0,0.4,1,0.0,1,m062
1543,CONVERGENT SOLUTIONS INC,convergent solutions,9.5,3.0,1,0,0,0.3684210526315789,3,0.0,1,c051
1544,EASCO HAND TOOLS INC,easco hand tools,4.666666666666667,1.3333333333333333,1,0,0,0.42857142857142855,3,0.3333333333333333,0,e020
1545,FAIRBANKS WHITNEY CORP,fairbanks whitney,8.0,2.0,0,1,0,0.375,2,0.0,1,f061
1546,COLT INDUSTRIES INC DE,colt industries de,5.333333333333333,1.6666666666666667,1,0,0,0.375,2,0.0,0,i530
1547,AIR KING CORP,air king,3.5,1.0,1,0,0,0.42857142857142855,2,0.0,1,k052
1548,ATTWOODS PLC,attwoods,8.0,2.0,1,0,0,0.375,2,1.0,1,a303
1549,ST PAUL BANCORP INC,st paul bancorp,4.333333333333333,1.3333333333333333,0,1,0,0.3076923076923077,2,0.3333333333333333,0,b052
1550,CAPROCK CORP,caprock,7.0,2.0,1,0,0,0.2857142857142857,2,0.0,1,c016
1551,AMERICAN MEDICAL TECHNOLOGY INC,american medical technology,8.333333333333334,3.6666666666666665,1,0,0,0.44,3,0.0,0,t020
1552,KIMMINS ENVIRONMENTAL SVC CORP,kimmins environmental svc,7.666666666666667,2.6666666666666665,0,1,0,0.30434782608695654,4,0.3333333333333333,0,e510
1553,KIMMINS CORP NEW,kimmins new,5.0,1.5,0,1,0,0.3,2,0.5,1,k050
1554,MICROCOM INC,microcom,8.0,3.0,0,1,0,0.375,2,1.0,1,m026
1555,COLUMBIA GAS SYS INC,columbia gas sys,4.666666666666667,2.0,1,0,0,0.42857142857142855,3,0.3333333333333333,0,c040
1556,COLUMBIA ENERGY GROUP,columbia energy,7.0,3.5,1,0,0,0.5,2,0.0,1,c040
1557,AIR MIDWEST INC,air midwest,5.0,1.5,1,0,0,0.4,2,0.0,1,m030
1558,ONE PRICE CLOTHING STORES INC,one price clothing stores,5.5,1.25,0,1,0,0.36363636363636365,3,0.0,0,c403
1559,SANDERSON FARMS INC,sanderson farms,7.0,2.0,0,1,0,0.2857142857142857,3,0.0,1,s053
1560,JACOBS JAY INC,jacobs jay,4.5,1.5,0,1,0,0.4444444444444444,2,0.0,1,j020
1561,NELLCOR INC,nellcor,7.0,2.0,0,1,0,0.2857142857142857,2,1.0,1,n042
1562,NELLCOR PURITAN BENNETT INC,nellcor puritan bennett,7.0,2.3333333333333335,0,1,0,0.3333333333333333,4,0.3333333333333333,0,n042
1563,LIPOSOME TECHNOLOGY INC,liposome technology,9.0,3.5,0,1,0,0.4444444444444444,4,0.0,1,t020
1564,SEQUUS PHARMACEUTICALS INC,sequus pharmaceuticals,10.5,3.5,0,1,0,0.42857142857142855,3,0.5,1,p065
1565,DIGITAL MICROWAVE CORP,digital microwave,8.0,3.0,1,0,0,0.4375,3,0.0,1,m026
1566,DMC STRATEX NETWORKS INC,dmc stratex networks,6.0,1.6666666666666667,1,0,0,0.2222222222222222,3,0.6666666666666666,0,n030
1567,STRATEX NETWORKS INC,stratex networks,7.5,2.0,0,1,0,0.26666666666666666,3,0.5,1,n030
1568,CENTURY BANCORP INC,century bancorp,7.0,2.5,1,0,0,0.35714285714285715,2,0.5,1,c053
1569,JETBORNE INTERNATIONAL INC,jetborne international,10.5,3.5,0,1,0,0.42857142857142855,4,0.5,1,i530
1570,NEW JERSEY STEEL CORP,new jersey steel,4.666666666666667,1.3333333333333333,0,1,0,0.42857142857142855,5,0.0,0,j062
1571,NATIONAL IMAGING INC,national imaging,7.5,3.0,0,1,0,0.4666666666666667,3,0.0,1,n030
1572,DATA TECHNOLOGY CORP NEW,data technology new,5.666666666666667,2.3333333333333335,1,0,0,0.4117647058823529,2,0.0,0,t020
1573,QUME CORP,qume,4.0,1.0,0,1,0,0.5,1,1.0,1,q050
1574,TOPPS COMPANY INC,topps company,6.0,2.0,0,1,0,0.3333333333333333,3,0.5,1,c051
1575,ROBOTOL LTD,robotol,7.0,3.0,0,1,0,0.42857142857142855,3,1.0,1,r010
1576,MOTION CONTROL TECHNOLOGY INC,motion control technology,7.666666666666667,2.6666666666666665,0,1,0,0.391304347826087,6,0.0,0,t020
1577,FIRST WOMENS BK CALIF LA,first womens bk calif la,4.0,1.8,0,1,0,0.3,2,0.2,0,w050
1578,FIRST NEW YORK BUSINESS BK CORP,first new york business bk,4.4,1.2,0,1,0,0.3181818181818182,4,0.0,0,b020
1579,FIRST NEW YORK BANK FOR BUSINESS,first new york bank for business,4.5,1.1666666666666667,0,1,0,0.3333333333333333,4,0.0,0,b020
1580,COMPUMED INC,compumed,8.0,3.0,1,0,0,0.375,2,1.0,1,c051
1581,AMERICAN POP INC,american pop,5.5,2.5,1,0,0,0.45454545454545453,2,0.0,1,a506
1582,AMERIHOST PROPERTIES INC,amerihost properties,9.5,3.5,1,0,0,0.42105263157894735,3,0.5,1,p601
1583,ARLINGTON HOSPITALITY INC,arlington hospitality,10.0,4.0,1,0,0,0.4,3,0.0,1,h021
1584,AIR ONE INC,air one,3.0,1.0,1,0,0,0.6666666666666666,1,0.0,1,a060
1585,SHOWCASE COSMETICS INC,showcase cosmetics,8.5,2.5,0,1,0,0.35294117647058826,4,0.0,1,c025
1586,MARK SOLUTIONS INC,mark solutions,6.5,2.0,0,1,0,0.38461538461538464,2,0.0,1,s040
1587,RED EAGLE RESOURCES CORP,red eagle resources,5.666666666666667,2.0,0,1,0,0.47058823529411764,5,0.0,0,r020
1588,KOMAG INC,komag,5.0,2.0,0,1,0,0.4,1,1.0,1,k050
1589,WATERHOUSE INVESTOR SERVICES INC,waterhouse investor services,8.666666666666666,3.0,0,0,1,0.4230769230769231,5,0.0,0,w030
1590,COMMERCIAL CR CO,commercial cr,6.0,2.0,1,0,0,0.3333333333333333,3,0.0,1,c050
1591,AIR TRANSPORTATION HLDG CO INC,air transportation hldg,7.0,2.0,1,0,0,0.3333333333333333,3,0.3333333333333333,0,t605
1592,UNITED BANKSHARES INC,united bankshares,8.0,2.5,0,1,0,0.375,2,0.5,1,b052
1593,ENVESTNET INC,envestnet,9.0,3.0,1,0,0,0.3333333333333333,3,1.0,1,e510
1594,HEALTHCARE COMPARE CORP,healthcare compare,8.5,2.0,0,1,0,0.4117647058823529,3,0.0,1,h043
1595,FIRST HEALTH GROUP CORP,first health,5.5,1.0,0,1,0,0.2727272727272727,2,0.0,1,h043
1596,NORTH STAR UNIVERSAL INC,north star universal,6.0,2.0,0,1,0,0.3333333333333333,3,0.0,0,u501
1597,SECOM GENERAL CORP,secom general,6.0,2.5,0,1,0,0.4166666666666667,3,0.5,1,g050
1598,NIRAVOICE INC,niravoice,9.0,3.0,0,1,0,0.5555555555555556,2,1.0,1,n060
1599,NETCOR INC,netcor,6.0,2.0,0,1,0,0.3333333333333333,1,1.0,1,n032
1600,CONGOLEUM NAIRN INC,congoleum nairn,7.0,2.0,1,0,0,0.42857142857142855,3,0.0,1,c052
1601,AIR WISCONSIN INC,air wisconsin,6.0,2.0,1,0,0,0.4166666666666667,3,0.0,1,w020
1602,AIR WISCONSIN SERVICES INC,air wisconsin services,6.666666666666667,2.3333333333333335,1,0,0,0.4,4,0.0,0,w020
1603,MARYLAND FEDERAL BANCORP INC,maryland federal bancorp,7.333333333333333,2.6666666666666665,0,1,0,0.36363636363636365,4,0.3333333333333333,0,m060
1604,CALGON CARBON CORP,calgon carbon,6.0,2.0,1,0,0,0.3333333333333333,2,0.0,1,c042
1605,DESIGNS INC,designs,7.0,2.0,1,0,0,0.2857142857142857,2,0.0,1,d020
1606,CASUAL MALE RETAIL GROUP INC,casual male retail,5.333333333333333,2.0,1,0,0,0.5,4,0.0,0,c020
1607,OSICOM TECHNOLOGIES INC,osicom technologies,9.0,3.5,0,1,0,0.4444444444444444,4,0.5,1,t020
1608,SORRENTO NETWORKS CORP,sorrento networks,8.0,2.5,0,1,0,0.3125,3,0.0,1,s060
1609,PROFFITTS INC,proffitts,9.0,2.0,0,1,0,0.2222222222222222,2,1.0,1,p601
1610,SAKS INC,saks,4.0,1.0,0,1,0,0.25,2,0.0,1,s020
1611,WELLMAN INC,wellman,7.0,2.0,0,0,1,0.2857142857142857,2,0.0,1,w045
1612,ALPHAREL INC,alpharel,8.0,3.0,1,0,0,0.375,2,1.0,1,a410
1613,ALTRIS SOFTWARE INC,altris software,7.0,2.0,1,0,0,0.35714285714285715,2,0.5,1,s013
1614,TIME MANAGEMENT CORP,time management,7.0,2.0,0,1,0,0.42857142857142855,3,0.0,1,m050
1615,NATIONAL DATACOMPUTER INC,national datacomputer,10.0,4.0,0,1,0,0.45,4,0.5,1,d030
1616,BEAZER PLC,beazer,6.0,2.0,1,0,0,0.5,2,1.0,1,b020
1617,FIRST CHARTER CORP,first charter,6.0,1.5,0,1,0,0.25,3,0.0,1,c063
1618,SECURITY SAVINGS BANK SLA,security savings bank sla,5.5,2.0,0,1,0,0.36363636363636365,4,0.0,0,s020
1619,SECURITY INVESTMENTS GROUP INC,security investments,9.5,3.5,0,1,0,0.3684210526315789,3,0.0,1,i510
1620,CONSOLIDATED CIGAR CORP,consolidated cigar,8.5,3.5,1,0,0,0.4117647058823529,2,0.0,1,c052
1621,AIRCRAFT INSTRUMENT & DEVELP INC,aircraft instrument develp,8.0,2.3333333333333335,1,0,0,0.3333333333333333,3,0.3333333333333333,0,i523
1622,SOUTHWALL TECHNOLOGIES INC,southwall technologies,10.5,3.0,0,1,0,0.38095238095238093,3,0.5,1,t020
1623,INSTA COOL INC NORTH AMERICA,insta cool north america,5.25,2.0,0,1,0,0.42857142857142855,3,0.25,0,a506
1624,THERMOGENESIS CORP,thermogenesis,13.0,5.0,0,1,0,0.38461538461538464,3,0.0,1,t065
1625,CESCA THERAPEUTICS INC,cesca therapeutics,8.5,3.0,1,0,0,0.4117647058823529,3,0.5,1,t060
1626,MAXXIMA CORP,maxxima,7.0,3.0,0,1,0,0.42857142857142855,2,1.0,1,m020
1627,FORTUNE 44 CO,fortune,7.0,2.0,0,1,0,0.42857142857142855,1,0.0,1,f063
1628,NEWBERRY BANCORP INC,newberry bancorp,7.5,2.5,0,1,0,0.3333333333333333,3,0.5,1,n010
1629,UNIVERSITY BANCORP INC,university bancorp,8.5,3.5,0,1,0,0.4117647058823529,2,0.5,1,u501
1630,WASHINGTON TRUST BANCORP INC,washington trust bancorp,7.333333333333333,2.0,0,0,1,0.2727272727272727,3,0.3333333333333333,0,w020
1631,SPA LADY CORP,spa lady,3.5,1.5,0,1,0,0.42857142857142855,2,0.0,1,l030
1632,FIRST FEDERAL WESTERN PA SHARON,first federal western pa sharon,5.4,1.8,0,1,0,0.3333333333333333,4,0.0,0,f030
1633,SAN JUAN FIBERGLASS POOLS INC,san juan fiberglass pools,5.5,1.5,0,1,0,0.36363636363636365,4,0.0,0,f010
1634,INTERNATIONAL MICROELCS PRODS IN,international microelcs prods in,7.25,2.25,0,1,0,0.3793103448275862,4,0.25,0,i530
1635,STRATAMERICA CORP,stratamerica,12.0,5.0,0,1,0,0.4166666666666667,3,1.0,1,s360
1636,DREAMS INC,dreams,6.0,1.0,1,0,0,0.3333333333333333,1,0.0,1,d605
1637,ECAD INC,ecad,4.0,2.0,1,0,0,0.5,1,0.0,1,e203
1638,CADENCE DESIGN SYSTEMS INC,cadence design systems,6.666666666666667,2.0,1,0,0,0.35,4,0.0,0,c030
1639,CONSOLIDATED EDISON CO NY INC,consolidated edison ny,6.666666666666667,3.0,1,0,0,0.45,3,0.0,0,c052
1640,CONSOLIDATED EDISON INC,consolidated edison,9.0,4.0,1,0,0,0.4444444444444444,3,0.0,1,c052
1641,ENDOTRONICS INC,endotronics,11.0,4.0,1,0,0,0.36363636363636365,2,1.0,1,e530
1642,CELLEX BIOSCIENCES INC,cellex biosciences,8.5,3.5,1,0,0,0.4117647058823529,4,0.5,1,b020
1643,NUCORP ENERGY INC NEW,nucorp energy new,5.0,2.0,0,1,0,0.4,3,0.3333333333333333,0,n020
1644,NUCORP INC DE,nucorp de,4.0,1.5,0,1,0,0.375,1,0.5,1,n020
1645,CAPSURE HOLDINGS CORP,capsure,7.0,2.0,1,0,0,0.42857142857142855,1,1.0,1,c012
1646,FISHER BUSINESS SYSTEMS INC,fisher business systems,7.0,2.0,0,1,0,0.3333333333333333,7,0.0,0,b020
1647,IMPACT SYSTEMS INC,impact systems,6.5,2.0,0,1,0,0.3076923076923077,3,0.0,1,s023
1648,REED SYSTEMS INC,reed systems,5.5,1.5,0,1,0,0.36363636363636365,3,0.0,1,s023
1649,AIRWAYS ENTERPRISES INC,airways enterprises,9.0,3.0,1,0,0,0.4444444444444444,3,0.0,1,e530
1650,ARISTA INVESTORS CORP,arista investors,7.5,3.0,1,0,0,0.4,3,0.0,1,i510
1651,BARR LABORATORIES INC,barr laboratories,8.0,2.5,1,0,0,0.4375,4,0.0,1,l010
1652,BARR PHARMACEUTICALS INC,barr pharmaceuticals,9.5,3.0,1,0,0,0.3684210526315789,4,0.0,1,p065
1653,CALIFORNIA REPUBLIC BANCORP INC,california republic bancorp,8.333333333333334,3.0,1,0,0,0.4,3,0.3333333333333333,0,c040
1654,CRAFT WORLD INTL INC,craft world intl,4.666666666666667,1.0,1,0,0,0.21428571428571427,2,0.0,0,c601
1655,ADVISORS CAPITAL TECHNOLOGY CORP,advisors capital technology,8.333333333333334,3.3333333333333335,1,0,0,0.4,3,0.0,0,t020
1656,ALABAMA OXYGEN INC,alabama oxygen,6.5,3.5,1,0,0,0.5384615384615384,4,0.0,1,a401
1657,ALDUS CORP,aldus,5.0,2.0,1,0,0,0.4,1,0.0,1,a430
1658,INDIANA BANCSHARES INC,indiana bancshares,8.5,3.0,0,1,0,0.4117647058823529,4,0.5,1,b052
1659,INTERSPEC INC,interspec,9.0,3.0,0,1,0,0.3333333333333333,2,1.0,1,i530
1660,JASON INC,jason,5.0,2.0,0,1,0,0.4,1,0.0,1,j020
1661,XETA CORP,xeta,4.0,2.0,0,0,1,0.5,1,1.0,1,x030
1662,XETA TECHNOLOGIES INC,xeta technologies,8.0,3.0,0,0,1,0.4375,3,0.5,1,t020
1663,SAMNA CORP,samna,5.0,2.0,0,1,0,0.4,2,1.0,1,s050
1664,AXIOM SYSTEMS INC,axiom systems,6.0,2.5,1,0,0,0.4166666666666667,3,0.0,1,s023
1665,GREATER NEW YORK SVGS BK NY,greater new york svgs bk ny,3.6666666666666665,1.1666666666666667,0,1,0,0.3181818181818182,3,0.0,0,g603
1666,DOWNEY DESIGNS INTL INC,downey designs intl,5.666666666666667,1.6666666666666667,1,0,0,0.35294117647058826,3,0.0,0,d020
1667,MULTI LOCAL MEDIA CORP,multi local media,5.0,2.3333333333333335,0,1,0,0.4666666666666667,3,0.0,0,m043
1668,SUMMIT NATIONAL BK TORRINGTON CT,summit national bk torrington ct,5.6,2.0,0,1,0,0.32142857142857145,5,0.0,0,t060
1669,SPECTRAMED INC,spectramed,10.0,2.0,0,1,0,0.3,2,1.0,1,s102
1670,CITIPOSTAL INC,citipostal,10.0,4.0,1,0,0,0.4,2,1.0,1,c030
1671,INTEGON CORP NEW,integon new,5.0,2.0,0,1,0,0.4,3,0.5,1,i530
1672,PHOENIX ADVANCED TECHNOLOGY INC,phoenix advanced technology,8.333333333333334,2.6666666666666665,0,1,0,0.4,3,0.0,0,t020
1673,GLOBAL TELEMEDIA INTL INC,global telemedia intl,6.333333333333333,2.6666666666666665,0,1,0,0.42105263157894735,4,0.3333333333333333,0,t040
1674,LOGITEK INC,logitek,7.0,3.0,0,1,0,0.42857142857142855,1,1.0,1,l020
1675,CONSOLIDATION COAL INC PA,consolidation coal pa,6.333333333333333,2.3333333333333335,1,0,0,0.47368421052631576,4,0.0,0,c052
1676,EQUITY FINANCIAL GROUP INC,equity financial,7.5,3.0,1,0,0,0.5333333333333333,3,0.0,1,f050
1677,NATIONAL SECURITIES CORP,national securities,9.0,3.5,0,1,0,0.5,3,0.0,1,s020
1678,OLYMPIC CASCADE FINANCIAL CORP,olympic cascade financial,7.666666666666667,2.6666666666666665,0,1,0,0.43478260869565216,4,0.0,0,f050
1679,NATIONAL HOLDINGS CORP,national,8.0,3.0,0,1,0,0.5,2,0.0,1,n030
1680,CITY HOLDING CO,city,4.0,2.0,1,0,0,0.5,1,0.0,1,c030
1681,BANK OF REDLANDS CA,bank of redlands ca,4.0,1.25,1,0,0,0.3125,3,0.0,0,r034
1682,MIDWEST COMMUNICATIONS CORP,midwest communications,10.5,3.5,0,1,0,0.38095238095238093,3,0.0,1,c050
1683,GROW VENTURES CORP,grow ventures,6.0,1.5,0,1,0,0.3333333333333333,2,0.0,1,v053
1684,CONTINENTAL CAN INC,continental can,7.0,2.5,1,0,0,0.35714285714285715,4,0.0,1,c053
1685,CONTINENTAL GROUP INC,continental,11.0,4.0,1,0,0,0.36363636363636365,3,0.0,1,c053
1686,ALAMO SAVINGS ASSOCIATION TX,alamo savings association tx,6.25,2.75,1,0,0,0.44,5,0.0,0,a202
1687,MYCOGEN CORP,mycogen,7.0,3.0,0,1,0,0.42857142857142855,1,1.0,1,m020
1688,BUILDERS DESIGN INC,builders design,7.0,2.0,1,0,0,0.35714285714285715,2,0.0,1,b043
1689,ADDINGTON RESOURCES INC,addington resources,9.0,3.0,1,0,0,0.3888888888888889,2,0.0,1,a305
1690,WISCONSIN TOY CO INC,wisconsin toy,6.0,2.0,0,0,1,0.4166666666666667,2,0.0,1,w020
1691,VALUE MERCHANTS INC,value merchants,7.0,2.0,0,0,1,0.35714285714285715,2,0.0,1,m062
